#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TT.L_Close [253,253] Werte
# TSCO.L_Close [253,253] Werte
# BP.L_Close [253,253] Werte
# BG.L_Close [253,253] Werte
# MGGT.L_Close [253,253] Werte
# AGK.L_Close [253,253] Werte
# RIO.L_Close [253,253] Werte
# SBRY.L_Close [253,253] Werte
# TLW.L_Close [253,253] Werte
# CCL.L_Close [253,253] Werte
# VOD.L_Close [253,253] Werte
# SVT.L_Close [253,253] Werte
# BLT.L_Close [253,253] Werte
# REX.L_Close [253,253] Werte
# MKS.L_Close [253,253] Werte
# ANTO.L_Close [253,253] Werte
# AZN.L_Close [253,253] Werte
# UU.L_Close [253,253] Werte
# SSE.L_Close [253,253] Werte
# RDSB.L_Close [253,253] Werte
# BA.L_Close [253,253] Werte
# AAL.L_Close [253,253] Werte
# MRW.L_Close [253,253] Werte
# NG.L_Close [253,253] Werte
# MNDI.L_Close [253,253] Werte
# BT-A.L_Close [253,253] Werte
# CNA.L_Close [253,253] Werte
# EZJ.L_Close [253,253] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
1305529200000.0000	248.2000	417.7000	438.4500	1340.0000	363.9000	1750.0020	4171.0000	356.3000	1328.0000	2603.0000	95.6850	1495.0000	4784.0000	387.7000	397.7000	1185.0000	3193.5000	622.5000	1334.0000	2143.0000	339.0000	2978.5000	302.3000	616.0000	600.0000	194.0000	314.2000	354.6000	
1308639600000.0000	221.4000	402.4000	445.7000	1346.0000	361.7000	1874.9970	4218.0000	322.2000	1275.0000	2324.0000	93.2680	1443.0000	4630.0000	374.4000	364.8000	1272.0000	3025.0000	595.5000	1386.0000	2168.5000	307.6000	2915.0000	294.9000	590.5000	604.0000	198.6000	321.6000	354.4000	
1320390000000.0000	162.2000	405.5500	452.5500	1383.0000	384.2000	1786.9990	3485.0000	302.0000	1430.0000	2183.0000	98.3590	1543.0000	3975.0000	345.2000	323.5000	1211.0000	2974.0000	616.5000	1314.0000	2219.0000	273.9000	2338.5000	312.2000	622.5000	465.5000	191.2000	297.7000	353.8000	
1296201600000.0000	259.8000	398.1000	486.8000	1334.0000	365.0000	1458.0030	4281.5000	371.1000	1334.0000	2895.0000	101.3160	1391.0000	4758.0000	334.5000	355.0000	1398.0000	3042.5000	547.0000	1166.0000	2181.0000	348.9000	3031.0000	264.0000	546.0000	510.0000	177.1000	323.5000	380.0000	
1319094000000.0000	158.2000	402.7000	429.8000	1318.5000	364.8000	1704.0010	3015.0000	299.5000	1382.0000	2160.0000	99.3250	1524.0000	3666.0000	324.0000	332.6000	1039.0000	2973.5000	612.0000	1351.0000	2289.5000	271.8000	2180.5000	302.0000	638.0000	448.4000	178.2000	298.0000	344.7000	
1315983600000.0000	144.1000	365.9500	395.1000	1235.0000	315.1000	1800.0000	3530.0000	278.8000	1412.0000	2060.0000	92.3020	1471.0000	3898.0000	325.0000	326.5000	1242.0000	2769.5000	594.5000	1281.0000	2054.0000	273.2000	2421.0000	292.9000	625.0000	533.0000	169.4000	295.3000	324.6000	
1322812800000.0000	169.6000	405.0000	464.8000	1364.0000	384.0000	1884.9970	3346.5000	299.1000	1403.0000	2241.0000	97.8750	1498.0000	4001.0000	345.4000	330.1000	1199.0000	2923.5000	613.0000	1274.0000	2308.0000	272.9000	2471.0000	316.7000	607.5000	463.6000	185.5000	296.3000	380.8000	
1314687600000.0000	154.4000	364.8000	397.6000	1275.0000	336.0000	1864.9990	3673.5000	292.7000	1026.0000	1959.0000	92.4150	1444.0000	4085.0000	348.1000	309.4000	1282.0000	2865.0000	591.5000	1272.0000	2020.5000	268.2000	2483.0000	286.0000	613.0000	535.5000	163.8000	297.4000	337.8000	
1311577200000.0000	193.8000	396.5000	475.4000	1425.0000	397.6000	1995.9960	4420.0000	311.9000	1299.0000	2265.0000	92.1310	1461.0000	4718.0000	382.0000	356.1000	1419.0000	3055.0000	598.0000	1410.0000	2292.5000	303.9000	3026.5000	293.6000	608.5000	620.0000	196.8000	328.4000	369.1010	
1321516800000.0000	151.8000	401.8500	455.6000	1337.0000	389.2000	1770.9990	3324.0000	299.0000	1335.0000	2052.0000	98.6710	1600.0000	3813.0000	332.8000	319.4000	1103.0000	2876.5000	632.0000	1286.0000	2298.0000	275.2000	2394.0000	313.8000	641.5000	444.1000	184.9000	294.6000	357.2000	
1299139200000.0000	241.8000	402.0000	491.5000	1480.0000	354.5000	1476.9970	4351.0000	371.5000	1466.0000	2663.0000	102.7940	1513.0000	4968.0000	364.9000	339.1000	1447.0000	2959.0000	599.5000	1220.0000	2176.5000	327.7000	3360.5000	281.2000	571.5000	555.0000	183.5000	336.0000	352.0330	
1294732800000.0000	256.4000	425.3500	500.0000	1334.0000	380.9000	1509.0020	4446.0000	390.4000	1369.0000	3128.0000	98.7850	1461.0000	5038.0000	351.1000	373.2000	1532.0000	3000.0000	588.5000	1211.0000	2138.0000	340.0000	3283.5000	272.9000	551.5000	512.5000	190.8000	333.1000	465.0000	
1297843200000.0000	243.3000	401.3000	488.8500	1496.5000	357.8000	1494.0000	4520.0000	389.3000	1409.0000	2975.0000	103.9320	1451.0000	4928.0000	370.6000	364.3000	1432.0000	3035.0000	583.0000	1190.0000	2138.5000	355.7000	3330.5000	280.5000	568.5000	539.0000	185.4000	345.8000	383.0000	
1302764400000.0000	230.0000	406.1500	460.0500	1489.0000	348.0000	1595.0030	4350.0000	341.7000	1401.0000	2410.0000	99.7800	1434.0000	5037.0000	376.9000	370.8000	1355.0000	2982.5000	606.5000	1316.0000	2202.0000	329.5000	3136.0000	286.3000	595.5000	573.5000	188.3000	328.5000	338.0000	
1305874800000.0000	237.4000	419.5000	460.0000	1378.0000	363.0000	1752.9990	4115.0000	342.0000	1331.0000	2536.0000	98.8990	1502.0000	4720.0000	384.2000	398.8000	1207.0000	3179.0000	629.0000	1341.0000	2150.0000	337.4000	2951.5000	308.3000	632.5000	602.5000	198.4000	319.9000	362.7000	
1317625200000.0000	148.7000	370.5000	386.8500	1234.0000	330.4000	1605.0040	2819.5000	281.1000	1300.0000	1967.0000	95.8560	1543.0000	3420.0000	307.8000	318.0000	921.0000	2866.0000	625.5000	1312.0000	1978.5000	260.0000	2214.0000	286.9000	640.0000	472.8000	170.6000	300.1000	344.1000	
1324454400000.0000	156.3000	382.9000	439.5500	1310.0000	345.5000	1972.0010	3085.0000	287.3000	1319.0000	2131.0000	98.4150	1454.0000	3669.0000	341.7000	302.7000	1189.0000	2883.0000	589.0000	1239.0000	2374.0000	272.6000	2300.0000	316.2000	597.5000	442.7000	188.4000	278.8000	380.1010	
1301468400000.0000	229.3000	385.7500	458.4500	1564.5000	343.9000	1556.0000	4410.0000	334.7000	1459.0000	2467.0000	102.2830	1465.0000	4898.0000	364.4000	340.7000	1392.0000	2900.0000	597.5000	1262.0000	2253.5000	329.3000	3224.0000	273.8000	595.5000	593.5000	184.7000	330.7000	337.9000	
1323158400000.0000	164.7000	398.7500	465.5500	1383.0000	366.4000	1897.9980	3351.0000	294.9000	1396.0000	2251.0000	99.2120	1469.0000	4008.0000	352.5000	314.9000	1228.0000	2937.0000	602.0000	1257.0000	2333.5000	276.7000	2494.5000	317.5000	604.5000	469.4000	192.1000	288.1000	379.4000	
1308812400000.0000	222.4000	395.2000	435.5000	1289.0000	353.1000	1823.9970	4156.5000	323.0000	1215.0000	2334.0000	92.7000	1375.0000	4488.0000	368.8000	362.0000	1237.0000	3023.0000	564.5000	1368.0000	2117.5000	304.9000	2818.0000	289.5000	586.0000	592.0000	198.5000	320.5000	353.4000	
1299484800000.0000	238.9000	399.1000	497.5000	1480.0000	354.3000	1505.0000	4210.0000	367.6000	1493.0000	2568.0000	101.6290	1508.0000	4941.0000	368.5000	335.9000	1420.0000	2980.0000	585.0000	1215.0000	2187.5000	325.1000	3286.0000	279.8000	573.5000	568.5000	183.8000	336.2000	354.0000	
1301295600000.0000	227.3000	388.3500	477.1000	1537.5000	339.8000	1536.0000	4279.0000	342.3000	1417.0000	2455.0000	101.1170	1436.0000	4727.0000	366.0000	353.3000	1405.0000	2872.5000	588.5000	1250.0000	2238.0000	328.5000	3184.0000	270.2000	592.0000	581.0000	181.6000	323.0000	335.6000	
1304406000000.0000	245.7000	406.0000	457.9500	1504.0000	355.4000	1785.9990	4292.5000	350.0000	1416.0000	2457.0000	97.9890	1507.0000	4974.0000	388.3000	384.4000	1332.0000	3062.0000	631.0000	1348.0000	2336.0000	329.8000	3115.0000	297.9000	616.5000	596.5000	194.3000	324.0000	352.7000	
1316156400000.0000	158.5000	373.8000	413.5500	1283.5000	320.1000	1816.0000	3625.0000	285.9000	1395.0000	2074.0000	93.2120	1488.0000	4004.0000	333.1000	335.0000	1300.0000	2849.0000	602.5000	1301.0000	2112.0000	284.3000	2523.5000	292.5000	620.5000	551.0000	175.8000	300.0000	330.5000	
1314860400000.0000	154.0000	380.9000	388.5000	1324.0000	349.0000	1923.0020	3768.5000	302.2000	1109.0000	1981.0000	93.4960	1459.0000	4212.0000	355.5000	322.5000	1349.0000	2916.0000	597.0000	1294.0000	2085.5000	274.3000	2579.5000	293.9000	623.0000	545.0000	173.5000	300.5000	348.4000	
1311750000000.0000	195.6000	391.6500	460.2000	1465.5000	387.5000	1943.0000	4396.0000	306.5000	1259.0000	2227.0000	93.2970	1464.0000	4668.0000	377.1000	349.2000	1410.0000	3010.0000	601.0000	1327.0000	2272.5000	292.5000	3022.0000	291.9000	606.5000	627.5000	190.7000	320.3000	371.4000	
1307343600000.0000	225.0000	417.5000	450.9000	1351.0000	366.0000	1903.9950	4148.0000	339.3000	1317.0000	2353.0000	93.0690	1463.0000	4652.0000	391.3000	380.2000	1290.0000	3153.5000	602.0000	1371.0000	2143.5000	324.2000	2984.0000	301.0000	589.5000	603.0000	197.2000	314.5000	361.5000	
1310454000000.0000	204.7000	408.1000	453.2500	1398.0000	376.1000	1992.9980	4388.5000	323.0000	1284.0000	2304.0000	92.4440	1443.0000	4804.0000	372.5000	373.0000	1400.0000	3093.0000	587.0000	1399.0000	2220.0000	299.0000	2992.0000	298.0000	606.0000	633.0000	196.2000	323.9000	323.6000	
1294905600000.0000	262.5000	405.5500	503.7000	1319.5000	377.7000	1518.0020	4503.5000	381.5000	1381.0000	3120.0000	97.7610	1419.0000	5045.0000	345.8000	380.0000	1539.0000	2995.0000	564.5000	1213.0000	2120.0000	342.6000	3410.0000	264.6000	530.0000	528.0000	185.5000	329.2000	457.3000	
1298016000000.0000	249.9000	410.0000	493.0000	1467.0000	348.0000	1454.9970	4397.0000	384.0000	1376.0000	2907.0000	103.3350	1471.0000	4782.0000	375.4000	357.5000	1407.0000	3033.5000	594.5000	1211.0000	2184.5000	342.7000	3227.0000	285.0000	574.5000	535.0000	185.4000	344.9000	385.0000	
1317798000000.0000	147.1000	393.2500	390.3000	1225.0000	329.4000	1597.9980	2905.5000	284.6000	1272.0000	1985.0000	95.9980	1521.0000	3556.0000	310.1000	308.8000	945.5000	2893.0000	614.0000	1289.0000	2018.0000	258.4000	2231.0000	293.9000	627.0000	465.0000	173.7000	302.8000	331.7010	
1324627200000.0000	158.7000	391.0000	459.7000	1348.5000	350.9000	2002.0020	3157.5000	295.2000	1385.0000	2115.0000	100.2640	1481.0000	3748.0000	349.9000	307.0000	1228.0000	2954.5000	597.5000	1258.0000	2427.0000	278.4000	2358.5000	320.7000	618.0000	450.0000	192.5000	290.3000	385.9000	
1301641200000.0000	226.4000	388.9500	470.0000	1564.5000	350.0000	1593.9980	4419.0000	334.4000	1478.0000	2466.0000	101.8560	1476.0000	5024.0000	364.7000	338.9000	1397.0000	2895.0000	598.5000	1284.0000	2283.5000	330.4000	3256.0000	277.8000	597.5000	608.5000	188.2000	330.2000	332.6000	
1323331200000.0000	155.9000	397.2000	451.1000	1332.0000	352.5000	1872.9940	3216.5000	293.5000	1343.0000	2203.0000	98.0740	1473.0000	3868.0000	343.7000	311.8000	1192.0000	2923.5000	599.5000	1257.0000	2315.0000	275.2000	2400.0000	318.2000	610.0000	450.1000	191.7000	285.7000	371.3010	
1316502000000.0000	153.6000	371.1500	414.5000	1276.5000	331.0000	1786.9990	3537.5000	281.0000	1367.0000	2145.0000	93.8090	1509.0000	3930.0000	327.1000	335.6000	1197.0000	2856.0000	610.0000	1326.0000	2137.0000	286.7000	2455.0000	295.2000	638.5000	531.0000	175.1000	300.2000	317.3000	
1313391600000.0000	164.7000	379.7500	416.7000	1293.5000	348.7000	1894.0010	3694.0000	299.8000	1081.0000	1900.0000	95.4300	1494.0000	4079.0000	362.3000	339.9000	1264.0000	2826.5000	599.0000	1268.0000	2028.0000	264.0000	2448.0000	283.8000	599.0000	539.0000	178.5000	310.2000	347.1010	
1296547200000.0000	251.5000	403.0000	491.0000	1440.0000	352.2000	1454.0010	4344.0000	386.7000	1382.0000	2860.0000	100.6620	1405.0000	4860.0000	349.3000	358.3000	1472.0000	3031.5000	555.0000	1177.0000	2245.5000	333.6000	3167.0000	274.5000	560.0000	515.0000	179.1000	327.9000	377.0000	
1299657600000.0000	239.7000	398.0500	485.0500	1452.0000	345.8000	1489.0030	4088.0000	371.0000	1413.0000	2660.0000	102.4820	1485.0000	4766.0000	371.6000	340.9000	1354.0000	2971.0000	581.5000	1205.0000	2133.5000	330.3000	3218.5000	280.5000	578.5000	565.0000	190.1000	337.6000	361.7000	
1304578800000.0000	241.9000	408.4500	441.0500	1406.0000	346.8000	1732.9990	4087.0000	349.2000	1319.0000	2550.0000	96.2540	1482.0000	4771.0000	385.4000	395.2000	1203.0000	3081.0000	631.5000	1330.0000	2243.0000	323.8000	2945.0000	303.3000	610.0000	602.5000	194.9000	313.9000	342.9000	
1319439600000.0000	172.6000	405.2000	438.1000	1327.0000	371.4000	1714.0050	3373.5000	306.5000	1413.0000	2313.0000	100.0080	1525.0000	3992.0000	338.6000	335.1000	1178.0000	3046.0000	616.0000	1349.0000	2303.0000	284.7000	2315.5000	301.8000	629.5000	472.6000	183.6000	308.8000	360.8000	
1295251200000.0000	270.0000	410.5000	500.7000	1313.5000	370.5000	1511.0030	4384.5000	380.5000	1365.0000	3119.0000	99.5240	1416.0000	4934.0000	349.5000	381.0000	1489.0000	2978.5000	563.0000	1201.0000	2098.0000	349.4000	3289.5000	267.6000	532.0000	528.5000	183.2000	328.8000	447.1000	
1300172400000.0000	224.1000	382.4000	451.2500	1509.0000	332.2990	1520.0020	3935.0000	355.3000	1349.0000	2493.0000	97.6760	1420.0000	4501.0000	355.5000	331.9000	1309.0000	2854.0000	564.5000	1189.0000	2071.0000	317.0000	3031.5000	274.1000	543.5000	542.0000	181.2000	322.2000	338.5000	
1311922800000.0000	195.0000	383.4500	461.0000	1444.0000	388.3000	1932.9960	4300.0000	304.1000	1230.0000	2116.0000	97.8180	1431.0000	4546.0000	371.5000	346.2000	1410.0000	2973.0000	588.5000	1307.0000	2239.5000	304.0000	2900.0000	290.9000	597.0000	599.0000	201.0000	306.6000	367.0000	
1321862400000.0000	150.6000	391.1500	440.0000	1268.0000	384.9000	1716.0030	3083.0000	291.8000	1260.0000	2075.0000	95.9980	1551.0000	3560.0000	329.0000	311.6000	1009.0000	2806.5000	606.5000	1259.0000	2225.5000	262.2000	2241.0000	309.4000	629.0000	420.6000	181.0000	286.1000	352.4000	
1307516400000.0000	222.7000	408.9000	444.1500	1351.0000	353.9000	1909.0020	4147.0000	331.4000	1299.0000	2306.0000	91.9320	1453.0000	4590.0000	389.2000	371.2000	1226.0000	3161.5000	599.0000	1383.0000	2136.0000	319.5000	2924.5000	296.2000	594.5000	612.0000	195.6000	322.0000	355.3000	
1310626800000.0000	192.5000	402.0000	457.9500	1401.0000	380.9000	2034.0020	4387.5000	317.0000	1269.0000	2232.0000	90.7660	1436.0000	4772.0000	378.9000	355.0000	1416.0000	3073.0000	584.5000	1399.0000	2223.5000	303.0000	3006.0000	293.6000	604.5000	645.5000	193.8000	319.7000	314.4000	
1303110000000.0000	225.1000	400.0000	451.6500	1470.0000	340.0000	1593.0020	4201.5000	338.9000	1372.0000	2403.0000	99.2970	1428.0000	4909.0000	373.8000	370.8000	1304.0000	2952.5000	604.5000	1307.0000	2150.0000	329.0000	2983.0000	284.5000	589.0000	562.0000	189.5000	320.2000	326.1000	
1306220400000.0000	229.3000	413.2500	456.4000	1376.5000	357.9000	1768.9960	4115.0000	342.1000	1305.0000	2470.0000	96.5380	1481.0000	4690.0000	379.7000	385.6000	1196.0000	3122.5000	614.5000	1338.0000	2120.5000	328.7000	2873.5000	300.0000	624.5000	592.0000	196.6000	321.0000	345.0000	
1317970800000.0000	159.9000	405.3500	393.6000	1309.5000	340.1000	1690.0000	3164.0000	292.2000	1362.0000	2063.0000	96.5380	1566.0000	3735.0000	321.2000	326.4000	1063.0000	2961.0000	624.5000	1346.0000	2093.0000	268.5000	2330.0000	300.7000	649.5000	485.0000	178.6000	308.7000	351.8000	
1316674800000.0000	148.5000	356.2500	384.0000	1174.5000	320.3000	1729.9950	3023.0000	263.5000	1269.0000	2030.0000	90.5100	1476.0000	3463.0000	308.8000	323.6000	972.5000	2779.0000	601.5000	1283.0000	2019.0000	275.4000	2230.0000	283.5000	631.0000	484.5000	168.0000	282.6000	340.0000	
1313564400000.0000	162.7000	384.2500	413.0000	1307.5000	345.0000	1886.9950	3739.0000	304.3000	1070.0000	1890.0000	95.3440	1464.0000	4044.0000	358.5000	339.7000	1262.0000	2850.0000	588.0000	1270.0000	1992.0000	264.4000	2471.0000	290.9000	604.0000	514.0000	176.2000	300.6000	345.2000	
1312268400000.0000	184.1000	380.0000	447.0500	1413.0000	376.3000	1872.9940	4176.0000	300.9000	1215.0000	2029.0000	96.0840	1451.0000	4429.0000	353.8000	335.6000	1328.0000	2896.5000	591.0000	1290.0000	2221.0000	289.0000	2802.5000	291.2000	602.5000	571.0000	200.5000	301.9000	342.9000	
1309158000000.0000	226.3000	396.5000	440.0000	1303.5000	361.6000	1827.9990	4268.0000	327.1000	1218.0000	2383.0000	93.1550	1415.0000	4626.0000	372.1000	368.0000	1283.0000	3026.0000	587.5000	1391.0000	2126.5000	305.4000	2882.5000	291.9000	595.5000	590.0000	197.9000	323.7000	350.3000	
1296720000000.0000	243.0000	405.0000	477.9500	1434.5000	348.0000	1496.9970	4494.0000	387.0000	1395.0000	2850.0000	100.6620	1390.0000	5010.0000	353.5000	357.6000	1524.0000	2963.0000	555.0000	1166.0000	2177.5000	329.6000	3240.0000	271.2000	546.0000	513.0000	184.9000	326.1000	379.3000	
1299830400000.0000	230.7000	391.7500	468.4000	1460.0000	336.2000	1407.0040	3963.5000	367.1000	1388.0000	2600.0000	101.7420	1461.0000	4633.0000	364.1000	335.7000	1339.0000	2949.0000	576.0000	1201.0000	2100.0000	320.7000	3128.5000	286.0000	569.0000	553.0000	188.0000	331.5000	349.8000	
1319612400000.0000	171.8000	405.5500	461.0000	1395.0000	380.5000	1702.0020	3300.0000	303.5000	1427.0000	2292.0000	100.4910	1512.0000	3937.0000	339.5000	329.0000	1176.0000	3041.5000	617.5000	1350.0000	2319.0000	279.0000	2308.0000	303.8000	640.0000	474.6000	184.6000	300.8000	357.1000	
1295424000000.0000	269.5000	403.7500	506.0000	1329.5000	356.9000	1483.0000	4375.0000	380.8000	1360.0000	3018.0000	100.4340	1429.0000	4940.0000	340.0000	373.4000	1476.0000	2979.0000	562.0000	1206.0000	2140.0000	349.9000	3219.0000	267.1000	531.0000	508.0000	179.3000	330.0000	455.8000	
1300345200000.0000	224.5000	384.0500	457.6000	1520.0000	328.6000	1476.0020	3998.5000	352.9000	1377.0000	2498.0000	97.5060	1402.0000	4562.0000	356.5000	335.1000	1347.0000	2839.5000	560.5000	1205.0000	2111.5000	307.1000	2993.0000	276.6000	552.5000	554.0000	178.3000	318.4000	336.5000	
1315206000000.0000	140.5000	361.2500	363.2000	1234.0000	329.0000	1806.9960	3488.5000	287.1000	1075.0000	1830.0000	89.5720	1420.0000	3908.0000	339.1000	302.4000	1233.0000	2739.5000	583.5000	1248.0000	1959.5000	257.6000	2368.5000	285.1000	609.0000	518.5000	163.4000	286.3000	324.6000	
1325145600000.0000	162.0000	402.7500	460.8500	1370.5000	351.0000	2038.9990	3115.5000	296.0000	1380.0000	2141.0000	101.7710	1497.0000	3746.0000	350.2000	309.5000	1218.0000	2970.0000	604.5000	1280.0000	2472.0000	282.9000	2367.0000	324.1000	627.5000	455.1000	192.0000	289.7000	390.4000	
1322035200000.0000	154.0000	384.7500	426.4000	1262.0000	361.1000	1699.0040	2985.5000	287.2000	1250.0000	1990.0000	94.5760	1549.0000	3482.0000	326.1000	307.1000	1028.0000	2759.0000	603.0000	1254.0000	2179.0000	256.6000	2188.5000	310.5000	632.0000	413.5000	176.6000	288.3000	344.1000	
1307689200000.0000	212.9000	406.5000	442.0500	1347.0000	352.3000	1934.9950	4104.0000	323.4000	1291.0000	2299.0000	90.3680	1446.0000	4559.0000	387.2000	358.7000	1242.0000	3108.0000	598.5000	1370.0000	2134.0000	312.8000	2891.0000	293.7000	591.0000	609.0000	193.9000	321.0000	352.5000	
1320739200000.0000	161.5000	408.7000	457.3000	1400.0000	388.1000	1778.0040	3520.0000	300.3000	1436.0000	2210.0000	100.0930	1565.0000	4034.0000	332.2000	323.5000	1220.0000	2873.0000	614.5000	1336.0000	2265.0000	277.6000	2415.0000	311.0000	621.5000	468.0000	193.1000	302.0000	355.0000	
1298361600000.0000	243.3000	408.8500	492.7500	1444.0000	345.3000	1427.9990	4340.5000	377.1000	1380.0000	2760.0000	101.4580	1458.0000	4826.0000	370.0000	350.5000	1383.0000	3009.5000	586.5000	1210.0000	2181.0000	326.8000	3208.0000	283.9000	563.0000	540.5000	180.5000	338.7000	366.0000	
1303282800000.0000	231.9000	397.5000	466.2500	1518.5000	352.0000	1635.9980	4366.5000	342.2000	1430.0000	2432.0000	100.4630	1465.0000	5068.0000	381.0000	381.8000	1390.0000	3035.0000	620.5000	1322.0000	2250.0000	325.1000	3175.0000	288.3000	603.5000	580.0000	192.3000	332.0000	328.8000	
1306393200000.0000	231.8000	411.7500	461.2000	1392.0000	357.6000	1781.0020	4148.5000	343.0000	1305.0000	2395.0000	95.2300	1502.0000	4723.0000	386.6000	390.6000	1258.0000	3140.0000	622.0000	1347.0000	2142.0000	329.7000	2944.0000	303.5000	616.0000	595.0000	196.0000	317.5000	350.0000	
1324972800000.0000	158.7000	391.0000	459.7000	1348.5000	350.9000	2002.0020	3157.5000	295.2000	1385.0000	2115.0000	100.2640	1481.0000	3748.0000	349.9000	307.0000	1228.0000	2954.5000	597.5000	1258.0000	2427.0000	278.4000	2358.5000	320.7000	618.0000	450.0000	192.5000	290.3000	385.9000	
1301986800000.0000	228.5000	390.0000	474.8500	1562.5000	348.4000	1644.9970	4413.0000	332.7000	1470.0000	2471.0000	100.1780	1451.0000	5054.0000	369.1000	340.2000	1437.0000	2906.5000	589.5000	1295.0000	2260.0000	333.9000	3273.0000	280.0000	589.0000	599.5000	190.4000	329.7000	325.8000	
