#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TT.L_Close [260,260] Werte
# TSCO.L_Close [261,261] Werte
# BP.L_Close [261,261] Werte
# BG.L_Close [261,261] Werte
# MGGT.L_Close [261,261] Werte
# AGK.L_Close [261,261] Werte
# RIO.L_Close [260,260] Werte
# SBRY.L_Close [261,261] Werte
# TLW.L_Close [261,261] Werte
# CCL.L_Close [261,261] Werte
# VOD.L_Close [261,261] Werte
# SVT.L_Close [261,261] Werte
# BLT.L_Close [261,261] Werte
# REX.L_Close [261,261] Werte
# MKS.L_Close [261,261] Werte
# ANTO.L_Close [261,261] Werte
# AZN.L_Close [261,261] Werte
# UU.L_Close [261,261] Werte
# SSE.L_Close [261,261] Werte
# RDSB.L_Close [261,261] Werte
# BA.L_Close [260,260] Werte
# AAL.L_Close [261,261] Werte
# MRW.L_Close [261,261] Werte
# NG.L_Close [261,261] Werte
# MNDI.L_Close [260,260] Werte
# BT-A.L_Close [261,261] Werte
# CNA.L_Close [261,261] Werte
# EZJ.L_Close [261,261] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
1335250800000.0000	185.5000	325.4500	436.6000	1407.0000	403.8000	2245.9980	3415.0000	308.9000	1482.0000	1964.0000	97.7330	1689.0000	3834.0000	423.7000	355.3000	1169.0000	2837.5000	622.0000	1338.0000	2200.5000	291.3000	2308.0000	288.5000	667.5000	559.0000	213.7000	322.5000	494.2000	
1338361200000.0000	164.1000	297.0500	398.3000	1224.0000	378.5000	2186.9960	2801.0000	287.9000	1427.0000	2077.0000	97.7330	1706.0000	3415.0000	404.1000	332.2000	1017.0000	2598.0000	642.0000	1329.0000	2059.0000	272.2000	1983.5000	275.0000	650.0000	503.5000	205.6000	307.8000	497.0000	
1356940800000.0000	282.5000	336.0000	424.8000	1012.5000	382.3000	1739.9980	3511.5000	345.1000	1261.0000	2358.0000	87.8370	1574.0000	4259.0000	436.0000	382.3000	1324.0000	2909.5000	673.5000	1418.0000	2175.0000	336.9000	1894.0000	263.0000	703.0000	669.5000	231.1000	333.6000	765.5000	
1333954800000.0000	188.9000	324.5000	456.1000	1421.0000	397.2000	2163.0000	3460.0000	303.2000	1492.0000	1919.0000	97.7900	1507.0000	3814.0000	419.8000	368.8000	1129.0000	2777.0000	596.5000	1322.0000	2196.5000	291.3000	2298.5000	293.5000	634.5000	563.5000	222.3000	312.5000	486.8000	
1348815600000.0000	234.1000	332.0000	436.5000	1250.0000	394.9000	2312.9960	2885.0000	347.5000	1370.0000	2283.0000	99.9510	1679.0000	3850.0000	434.9000	356.8000	1262.0000	2955.0000	716.0000	1392.0000	2198.0000	325.1000	1817.0000	285.2000	683.0000	630.0000	230.7000	327.8000	580.5000	
1345705200000.0000	208.3000	338.0000	445.4500	1298.0000	403.9000	2259.0000	2957.0000	329.2000	1396.0000	2122.0000	104.7000	1726.0000	3921.0000	425.2000	356.5000	1152.0000	2959.5000	707.5000	1345.0000	2303.5000	315.6000	1941.5000	276.1000	686.0000	550.5000	216.8000	323.2000	542.0000	
1344409200000.0000	195.0000	327.0500	450.9500	1325.0000	405.0000	2226.0000	3220.0000	325.2000	1360.0000	2195.0000	108.7660	1718.0000	3952.0000	435.1000	348.8000	1126.0000	3015.0000	685.0000	1329.0000	2341.0000	313.4000	2027.5000	281.4000	690.5000	570.5000	221.7000	329.3000	564.0000	
1341298800000.0000	175.1000	319.7500	432.9000	1347.0000	395.6000	2082.0020	3157.0000	307.7000	1531.0000	2197.0000	102.1120	1652.0000	3740.0000	433.5000	331.0000	1139.0000	2932.0000	673.5000	1394.0000	2269.5000	290.7000	2154.5000	270.6000	679.5000	568.0000	213.9000	317.8000	539.5000	
1328860800000.0000	201.8000	320.6500	490.3000	1478.5000	366.1000	2175.0030	3772.0000	290.4000	1532.0000	1962.0000	98.1880	1519.0000	4115.0000	378.7000	350.2000	1323.0000	2979.0000	596.5000	1261.0000	2307.5000	317.8000	2746.5000	290.7000	632.5000	530.0000	214.0000	288.5000	458.4000	
1351753200000.0000	256.0000	320.9000	444.5000	1102.0000	384.5000	2175.0030	3165.5000	354.2000	1407.0000	2496.0000	96.6810	1596.0000	4018.0000	446.7000	395.8000	1302.0000	2895.0000	678.0000	1461.0000	2241.5000	317.1000	1936.5000	267.5000	711.0000	670.0000	227.0000	326.8000	634.0000	
1327564800000.0000	191.7000	323.0000	476.7500	1470.0000	373.4000	2138.9960	3893.0000	289.2000	1390.0000	1901.0000	98.9560	1547.0000	4399.0000	384.7000	332.5000	1390.0000	3052.5000	605.0000	1220.0000	2363.5000	314.8000	2737.0000	292.1000	618.5000	533.0000	207.8000	291.9000	445.5000	
1332486000000.0000	194.4000	337.7000	477.5500	1492.0000	390.9000	2242.0000	3382.5000	316.4000	1473.0000	2013.0000	98.7280	1564.0000	3835.0000	431.8000	383.7000	1172.0000	2840.0000	611.0000	1312.0000	2236.5000	305.2000	2459.5000	305.7000	637.0000	589.0000	232.1000	314.7000	461.4000	
1354176000000.0000	269.5000	325.0500	431.0500	1078.0000	384.4000	2248.9960	3090.0000	340.9000	1374.0000	2538.0000	91.1640	1637.0000	3941.0000	439.7000	389.6000	1292.0000	2960.0000	693.5000	1436.0000	2157.0000	326.8000	1764.0000	266.9000	706.0000	644.5000	233.5000	328.1000	709.0000	
1347346800000.0000	229.7000	341.6500	443.0000	1270.5000	406.5000	2335.0010	3070.0000	330.1000	1357.0000	2261.0000	100.4630	1685.0000	3838.0000	425.4000	372.5000	1226.0000	2914.5000	683.0000	1358.0000	2299.5000	328.7000	1955.0000	289.9000	678.0000	589.5000	226.5000	331.1000	556.5000	
1344236400000.0000	190.1000	322.3000	441.0000	1283.0000	396.0000	2214.9980	3108.0000	324.0000	1333.0000	2194.0000	108.2540	1718.0000	3876.0000	436.4000	347.7000	1107.0000	3089.5000	680.5000	1315.0000	2324.5000	311.2000	1926.0000	279.7000	679.0000	553.0000	219.8000	320.6000	570.0000	
1330502400000.0000	198.0000	316.1000	492.4000	1517.5000	386.4000	2212.9990	3584.0000	298.3000	1475.0000	1848.0000	96.3110	1575.0000	4075.0000	415.1000	363.0000	1330.0000	2807.5000	611.5000	1290.0000	2329.5000	312.7000	2649.5000	290.0000	641.5000	589.0000	215.0000	304.0000	439.5010	
1335423600000.0000	186.9000	313.9000	444.2500	1430.5000	407.8000	2266.9950	3472.0000	307.6000	1554.0000	2000.0000	97.8750	1694.0000	3900.0000	428.2000	356.6000	1192.0000	2666.5000	617.0000	1335.0000	2266.5000	301.1000	2364.5000	285.1000	663.5000	568.0000	216.1000	309.8000	492.4000	
1338534000000.0000	158.6000	299.2500	402.0000	1200.5000	366.6000	2127.0030	2771.5000	286.6000	1364.0000	2062.0000	98.7570	1760.0000	3389.0000	393.9000	329.1000	991.0000	2592.0000	662.5000	1332.0000	2068.0000	270.9000	1955.5000	276.3000	650.0000	501.5000	203.2000	306.3000	484.9000	
1350284400000.0000	247.1000	310.0000	429.5500	1321.0000	402.5000	2251.0050	2973.5000	357.8000	1415.0000	2374.0000	98.5580	1668.0000	3853.0000	450.4000	385.1000	1257.0000	2881.5000	723.5000	1433.0000	2194.0000	326.1000	1788.5000	267.5000	694.5000	655.5000	217.0000	332.7000	599.5000	
1326096000000.0000	157.8000	390.4500	473.6000	1456.0000	356.5000	2131.0010	3311.0000	300.0000	1414.0000	2153.0000	100.7190	1528.0000	3895.0000	364.2000	308.5000	1234.0000	3009.0000	612.0000	1292.0000	2470.5000	289.2000	2438.5000	311.5000	624.0000	463.3000	196.4000	286.1000	403.3000	
1334127600000.0000	193.7000	319.0000	444.2500	1391.0000	394.8000	2159.0030	3336.5000	300.0000	1443.0000	1925.0000	96.5100	1548.0000	3711.0000	413.9000	369.1000	1110.0000	2793.0000	598.0000	1323.0000	2185.0000	293.6000	2225.0000	288.8000	640.5000	544.5000	213.2000	316.8000	471.0000	
1355817600000.0000	282.0000	341.5500	428.4500	1031.0000	393.1000	1704.0010	3568.0000	349.7000	1220.0000	2532.0000	88.8610	1583.0000	4301.0000	440.0000	395.5000	1372.0000	2945.0000	699.5000	1452.0000	2205.0000	346.0000	1894.5000	265.1000	707.0000	661.5000	238.4000	339.5000	753.5000	
1352707200000.0000	248.6000	324.7500	427.3000	1040.5000	366.2000	2146.0010	3081.0000	349.0000	1379.0000	2544.0000	94.7470	1518.0000	3901.0000	441.9000	384.6000	1257.0000	2852.0000	647.5000	1395.0000	2206.0000	306.3000	1827.5000	264.5000	687.0000	655.5000	224.9000	319.6000	650.0000	
1344582000000.0000	198.5000	327.3500	448.6000	1317.5000	408.9000	2262.9970	3210.0000	323.3000	1364.0000	2186.0000	108.3110	1706.0000	3983.0000	434.7000	350.6000	1133.0000	2997.0000	687.5000	1320.0000	2337.0000	314.4000	2040.0000	282.6000	688.0000	575.5000	218.8000	321.5000	555.5000	
1341471600000.0000	175.8000	317.3500	434.2000	1336.0000	395.8000	2063.0040	3156.0000	308.5000	1476.0000	2203.0000	103.7610	1667.0000	3753.0000	428.2000	329.2000	1134.0000	2935.0000	671.0000	1394.0000	2275.0000	295.3000	2163.0000	269.4000	683.5000	569.0000	213.1000	315.4000	530.0000	
1337065200000.0000	173.1000	316.0000	400.4000	1274.5000	390.6000	2175.0030	2953.5000	311.4000	1391.0000	2034.0000	96.9370	1695.0000	3532.0000	399.8000	352.9000	1003.0000	2651.5000	632.5000	1325.0000	2075.5000	273.5000	2085.5000	277.1000	669.0000	509.0000	207.3000	308.5000	514.5000	
1340175600000.0000	172.1000	309.6500	425.6500	1286.0000	375.9000	2099.0010	3095.0000	293.2000	1495.0000	2278.0000	101.0310	1634.0000	3751.0000	412.0000	338.7000	1122.0000	2766.5000	656.0000	1401.0000	2239.5000	292.1000	2215.0000	272.9000	656.5000	580.0000	202.7000	315.1000	532.0000	
1335769200000.0000	191.0000	317.3500	445.0000	1450.5000	408.5000	2251.0050	3432.5000	307.9000	1534.0000	2003.0000	96.9650	1690.0000	3949.0000	430.0000	357.0000	1181.0000	2699.5000	618.5000	1321.0000	2246.5000	295.2000	2368.0000	280.6000	665.5000	571.5000	210.8000	306.9000	495.9000	
1347519600000.0000	228.5000	342.1000	444.8500	1263.0000	402.9000	2326.9970	3078.5000	337.5000	1385.0000	2250.0000	100.8610	1687.0000	3867.0000	429.5000	369.7000	1237.0000	2912.5000	681.0000	1390.0000	2317.0000	337.1000	1909.0000	291.9000	685.5000	601.5000	236.8000	332.0000	561.5000	
1353052800000.0000	246.7000	315.0000	416.6000	1000.5000	368.4000	2095.0030	2934.5000	331.8000	1340.0000	2427.0000	89.7430	1524.0000	3746.0000	430.6000	366.4000	1199.0000	2792.5000	647.0000	1364.0000	2098.0000	300.8000	1664.0000	256.2000	688.0000	625.0000	219.0000	313.5000	641.0000	
1343113200000.0000	173.0000	315.5500	427.8500	1236.0000	381.6000	1959.0000	2791.0000	312.5000	1370.0000	2090.0000	100.9180	1688.0000	3546.0000	438.0000	319.0000	1045.0000	2932.0000	691.5000	1364.0000	2248.5000	304.2000	1934.0000	271.0000	641.0000	541.5000	217.4000	312.0000	531.0000	
1340002800000.0000	163.4000	303.7500	420.7000	1231.0000	368.0000	2080.0030	2962.5000	288.0000	1454.0000	2217.0000	99.4680	1746.0000	3658.0000	407.1000	326.0000	1073.0000	2683.0000	661.0000	1373.0000	2193.0000	282.4000	2128.5000	278.9000	653.5000	535.5000	201.9000	309.6000	511.0000	
1330675200000.0000	200.1000	318.2500	496.5000	1523.0000	400.1000	2218.9950	3560.0000	294.7000	1506.0000	1921.0000	97.0220	1581.0000	4061.0000	415.2000	360.5000	1334.0000	2817.5000	620.5000	1309.0000	2328.0000	310.0000	2641.0000	289.2000	647.0000	596.0000	216.6000	306.2000	443.9010	
1350457200000.0000	249.9000	316.3000	448.3500	1344.0000	400.2000	2278.9970	3184.0000	357.7000	1468.0000	2470.0000	99.3820	1685.0000	4028.0000	460.1000	388.8000	1305.0000	2928.0000	724.0000	1458.0000	2232.5000	321.3000	1905.5000	269.1000	700.5000	670.0000	222.0000	332.0000	601.0000	
1326268800000.0000	161.0000	385.0000	475.3000	1448.0000	366.2000	2052.0010	3489.0000	302.1000	1419.0000	2256.0000	101.9700	1529.0000	4062.0000	367.2000	322.1000	1282.0000	3049.0000	609.5000	1264.0000	2413.5000	308.0000	2527.0000	304.0000	630.5000	483.6000	201.5000	283.8000	400.0000	
1329379200000.0000	201.9000	320.3000	487.5500	1474.0000	374.0000	2172.0050	3633.5000	296.0000	1535.0000	1927.0000	98.8700	1540.0000	4079.0000	376.4000	347.9000	1303.0000	2856.0000	606.0000	1286.0000	2327.0000	325.2000	2644.0000	295.7000	647.0000	550.0000	212.4000	292.6000	464.7000	
1334300400000.0000	196.1000	322.0500	441.8500	1386.5000	400.4000	2193.0010	3446.0000	302.0000	1443.0000	1942.0000	96.3680	1557.0000	3778.0000	419.4000	369.8000	1124.0000	2783.0000	594.0000	1340.0000	2168.0000	292.8000	2262.5000	292.6000	642.5000	550.5000	217.0000	313.7000	480.9000	
1349161200000.0000	235.7000	336.7000	438.3500	1300.0000	401.3000	2310.9970	2915.0000	346.8000	1410.0000	2272.0000	100.0930	1681.0000	3889.0000	440.3000	360.5000	1291.0000	2893.5000	730.0000	1391.0000	2221.0000	334.0000	1875.0000	286.6000	695.0000	623.0000	232.4000	327.8000	594.0000	
1346050800000.0000	208.2000	339.0000	444.5500	1293.5000	400.3000	2284.0040	2910.0000	329.5000	1370.0000	2092.0000	105.0690	1736.0000	3866.0000	422.5000	371.7000	1135.0000	2981.5000	711.0000	1353.0000	2309.5000	317.9000	1885.0000	277.6000	690.5000	549.0000	215.2000	327.4000	538.5000	
1355990400000.0000	289.0000	338.6000	430.1000	1008.5000	393.6000	1741.9970	3495.0000	352.9000	1246.0000	2391.0000	88.6050	1569.0000	4298.0000	441.9000	396.3000	1349.0000	2927.0000	674.0000	1452.0000	2200.0000	348.0000	1886.5000	264.6000	702.0000	677.0000	242.4000	340.0000	772.5000	
1352880000000.0000	252.7000	321.3500	425.7500	1014.5000	373.5000	2135.9980	3025.0000	338.8000	1371.0000	2480.0000	91.5060	1545.0000	3825.0000	441.2000	378.4000	1243.0000	2856.0000	653.0000	1400.0000	2164.0000	306.2000	1725.0000	259.7000	694.0000	641.0000	225.0000	318.3000	659.5000	
1329206400000.0000	205.3000	314.1500	494.8000	1467.0000	372.3000	2186.9960	3727.5000	289.9000	1526.0000	1914.0000	98.8990	1541.0000	4144.0000	376.8000	344.4000	1337.0000	3017.5000	605.0000	1281.0000	2361.5000	329.4000	2772.0000	291.3000	641.5000	566.0000	214.7000	292.0000	458.8000	
1337238000000.0000	171.0000	313.9500	396.6500	1233.5000	383.8000	2086.9990	2855.0000	295.3000	1362.0000	2018.0000	94.3490	1666.0000	3451.0000	401.2000	346.5000	1026.0000	2642.0000	628.0000	1339.0000	2060.0000	274.5000	2046.0000	268.5000	675.0000	509.5000	202.5000	311.9000	494.9000	
1340348400000.0000	169.3000	311.6000	407.2500	1217.5000	370.8000	2054.9990	2982.0000	293.6000	1431.0000	2174.0000	101.0030	1606.0000	3540.0000	405.5000	326.8000	1046.0000	2771.5000	646.0000	1376.0000	2173.5000	286.5000	2065.5000	268.4000	658.5000	545.0000	205.0000	307.1000	523.5000	
1327910400000.0000	189.0000	320.0000	458.4500	1404.0000	359.4000	2058.9970	3798.5000	289.3000	1341.0000	1910.0000	97.7050	1526.0000	4302.0000	377.8000	323.1000	1306.0000	3055.0000	601.5000	1209.0000	2297.0000	310.8000	2635.0000	288.8000	613.5000	508.0000	202.5000	291.5000	447.3000	
1332831600000.0000	194.9000	338.4000	471.3500	1475.0000	399.2000	2259.0000	3386.5000	315.6000	1562.0000	2026.0000	98.9840	1549.0000	3852.0000	431.4000	385.6000	1182.0000	2830.5000	607.0000	1345.0000	2239.5000	303.7000	2442.0000	303.9000	631.0000	609.5000	227.6000	317.2000	488.1000	
1335942000000.0000	195.0000	318.0000	433.8000	1451.0000	408.0000	2270.0030	3439.0000	308.9000	1545.0000	2029.0000	97.8180	1667.0000	4035.0000	432.5000	357.3000	1159.0000	2703.0000	620.5000	1324.0000	2252.5000	292.4000	2375.0000	280.0000	668.0000	570.0000	213.5000	309.0000	517.5000	
1354521600000.0000	269.0000	322.4500	430.1500	1070.5000	388.0000	2249.9960	3120.0000	336.7000	1371.0000	2522.0000	91.5060	1616.0000	3931.0000	437.8000	389.7000	1287.0000	2979.0000	685.0000	1429.0000	2154.5000	328.7000	1742.5000	266.2000	701.0000	649.5000	232.4000	328.5000	727.5000	
1331535600000.0000	192.0000	319.0000	495.7000	1504.0000	399.4000	2300.0040	3450.5000	299.9000	1438.0000	1947.0000	96.9650	1597.0000	4027.0000	416.7000	357.9000	1270.0000	2876.5000	616.0000	1305.0000	2296.5000	313.1000	2575.0000	301.6000	654.5000	605.0000	216.6000	309.9000	435.8000	
1343286000000.0000	178.0000	316.4500	432.7000	1246.0000	381.7000	2006.0000	2823.5000	320.0000	1310.0000	2083.0000	102.1980	1713.0000	3640.0000	435.7000	323.5000	1061.0000	2913.5000	701.5000	1310.0000	2208.0000	309.6000	1964.0000	275.9000	657.0000	545.0000	217.3000	314.8000	569.5000	
1338879600000.0000	158.6000	299.2500	402.0000	1200.5000	366.6000	2127.0030	2771.5000	286.6000	1364.0000	2062.0000	98.7570	1760.0000	3389.0000	393.9000	329.1000	991.0000	2592.0000	662.5000	1332.0000	2068.0000	270.9000	1955.5000	276.3000	650.0000	501.5000	203.2000	306.3000	484.9000	
1350630000000.0000	252.0000	319.1500	450.4000	1350.5000	398.0000	2136.9970	3200.5000	358.5000	1455.0000	2468.0000	100.9460	1668.0000	4068.0000	459.2000	393.1000	1303.0000	2951.0000	729.0000	1450.0000	2202.5000	317.3000	1896.5000	269.6000	707.0000	670.5000	218.9000	331.0000	617.5000	
1326441600000.0000	161.7000	316.8000	476.3000	1453.0000	364.9000	2027.9960	3561.0000	284.1000	1429.0000	2248.0000	99.5240	1542.0000	4090.0000	372.0000	317.0000	1299.0000	3047.0000	610.0000	1251.0000	2342.0000	303.0000	2570.5000	287.3000	625.0000	486.8000	203.4000	283.0000	401.3000	
1349334000000.0000	246.7000	318.1500	434.2000	1315.0000	407.7000	2346.9940	2923.0000	351.4000	1420.0000	2350.0000	101.2300	1682.0000	3825.0000	440.5000	365.5000	1291.0000	2911.0000	736.0000	1421.0000	2200.0000	333.4000	1814.0000	280.4000	698.0000	621.5000	231.6000	331.5000	617.0000	
1346223600000.0000	210.3000	337.3000	441.9500	1298.5000	392.1000	2306.0000	2773.5000	331.6000	1372.0000	2184.0000	104.7000	1742.0000	3808.0000	427.8000	359.6000	1123.0000	2951.0000	712.5000	1372.0000	2290.0000	317.9000	1816.0000	276.8000	689.5000	548.0000	219.9000	329.5000	535.0000	
1344927600000.0000	203.7000	335.0000	450.9000	1328.5000	409.9000	2279.9970	3190.0000	329.5000	1376.0000	2182.0000	108.3960	1766.0000	3963.0000	434.5000	356.0000	1113.0000	3012.5000	722.5000	1332.0000	2341.0000	318.7000	2017.5000	287.8000	699.5000	565.5000	218.1000	322.9000	553.5000	
1341817200000.0000	169.8000	317.4000	423.9500	1307.5000	403.9000	2033.0030	3033.5000	308.0000	1437.0000	2161.0000	103.1070	1691.0000	3646.0000	426.9000	321.0000	1095.0000	2919.5000	676.5000	1418.0000	2239.0000	296.9000	2042.5000	266.8000	683.0000	555.0000	216.1000	318.9000	534.5000	
1328083200000.0000	194.5000	321.4500	483.0000	1445.5000	365.0000	2122.9960	3912.0000	294.0000	1416.0000	1906.0000	96.9930	1557.0000	4349.0000	380.1000	332.6000	1330.0000	3089.5000	609.0000	1234.0000	2326.0000	313.3000	2733.0000	286.1000	634.0000	522.5000	206.5000	297.2000	447.4000	
1333004400000.0000	192.2000	328.1000	458.9000	1440.0000	398.6000	2236.0040	3375.5000	308.5000	1506.0000	1988.0000	99.2120	1521.0000	3755.0000	427.1000	373.2000	1122.0000	2778.5000	596.5000	1322.0000	2197.0000	297.9000	2296.5000	296.5000	626.0000	585.0000	223.4000	313.4000	478.3000	
1336114800000.0000	189.8000	319.2000	422.1500	1364.0000	399.9000	2239.0020	3214.5000	305.0000	1469.0000	1983.0000	97.7050	1654.0000	3836.0000	422.5000	344.5000	1072.0000	2711.0000	627.5000	1326.0000	2217.0000	284.9000	2263.0000	275.2000	667.5000	547.5000	214.9000	306.7000	514.5000	
1350975600000.0000	252.5000	313.5500	433.2500	1311.5000	382.5000	2027.9960	3132.0000	352.6000	1412.0000	2435.0000	99.5240	1645.0000	3963.0000	451.1000	388.1000	1265.0000	2900.0000	713.0000	1423.0000	2172.5000	305.7000	1858.5000	267.3000	702.5000	659.5000	216.2000	325.3000	600.5000	
1347865200000.0000	232.1000	345.6500	451.5000	1291.0000	413.0000	2400.0000	3216.0000	341.6000	1444.0000	2267.0000	98.7570	1690.0000	4051.0000	429.1000	371.6000	1308.0000	2888.5000	688.5000	1382.0000	2319.5000	342.0000	2036.5000	293.3000	679.0000	620.5000	228.2000	332.5000	569.0000	
1354694400000.0000	284.0000	337.4500	425.5000	1075.5000	392.9000	2254.0030	3226.0000	339.1000	1254.0000	2410.0000	90.6240	1572.0000	3996.0000	440.6000	391.9000	1296.0000	3000.0000	689.0000	1426.0000	2153.0000	333.0000	1780.0000	267.0000	705.0000	651.0000	234.4000	332.8000	731.0000	
1331708400000.0000	193.9000	324.8500	499.0500	1541.0000	400.3000	2304.0010	3480.0000	302.5000	1482.0000	2020.0000	94.7760	1610.0000	4001.0000	423.7000	370.8000	1213.0000	2859.0000	627.0000	1330.0000	2307.5000	316.1000	2564.0000	298.7000	659.0000	609.5000	218.0000	316.4000	454.3000	
1353398400000.0000	258.5000	317.2500	432.2500	1031.0000	375.6000	2160.0020	3028.0000	332.7000	1379.0000	2520.0000	92.3020	1547.0000	3874.0000	439.9000	375.3000	1254.0000	2822.5000	659.0000	1380.0000	2132.0000	306.3000	1694.0000	256.3000	697.0000	639.5000	223.8000	317.1000	692.0000	
1331020800000.0000	193.2000	310.4500	490.1000	1470.0000	380.5000	2124.9950	3356.0000	289.0000	1413.0000	1844.0000	96.6810	1569.0000	3868.0000	405.2000	349.8000	1237.0000	2806.0000	613.5000	1292.0000	2278.5000	304.1000	2502.0000	283.3000	649.0000	579.5000	211.1000	306.1000	431.7000	
1339052400000.0000	167.5000	303.5000	413.6000	1278.0000	377.8000	2197.9990	3015.0000	289.1000	1468.0000	2109.0000	96.0840	1735.0000	3640.0000	413.1000	340.5000	1084.0000	2643.0000	668.5000	1329.0000	2125.5000	279.7000	2133.0000	279.5000	653.5000	531.5000	205.4000	308.4000	493.8000	
1329724800000.0000	210.2000	321.5500	499.2500	1509.0000	386.7000	2187.9950	3706.0000	304.2000	1601.0000	1981.0000	99.7520	1540.0000	4155.0000	385.5000	357.2000	1333.0000	2843.5000	604.5000	1294.0000	2317.5000	325.4000	2690.0000	297.3000	644.5000	562.5000	215.6000	297.5000	469.4000	
