#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TT.L_Close [249,249] Werte
# TSCO.L_Close [261,261] Werte
# BP.L_Close [261,261] Werte
# BG.L_Close [261,261] Werte
# MGGT.L_Close [261,261] Werte
# AGK.L_Close [261,261] Werte
# RIO.L_Close [261,261] Werte
# SBRY.L_Close [261,261] Werte
# TLW.L_Close [261,261] Werte
# CCL.L_Close [261,261] Werte
# VOD.L_Close [261,261] Werte
# SVT.L_Close [261,261] Werte
# BLT.L_Close [261,261] Werte
# REX.L_Close [261,261] Werte
# MKS.L_Close [261,261] Werte
# ANTO.L_Close [261,261] Werte
# AZN.L_Close [261,261] Werte
# UU.L_Close [261,261] Werte
# SSE.L_Close [261,261] Werte
# RDSB.L_Close [261,261] Werte
# BA.L_Close [261,261] Werte
# AAL.L_Close [261,261] Werte
# MRW.L_Close [261,261] Werte
# NG.L_Close [261,261] Werte
# MNDI.L_Close [261,261] Werte
# BT-A.L_Close [261,261] Werte
# CNA.L_Close [261,261] Werte
# EZJ.L_Close [261,261] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
1398322800000.0000	372.1000	300.4000	489.3500	1150.0000	472.9000	1559.0030	3278.5000	323.7000	861.0000	2305.0000	216.4000	1800.0000	3858.0000	504.0000	437.5000	800.0000	4175.0000	779.5000	1493.0000	2408.5000	396.4000	1566.5000	197.9000	817.0000	1002.0000	372.1000	331.8000	1699.0000	
1413183600000.0000	411.9000	180.6000	431.9500	1040.0000	427.8000	1461.0000	3090.0000	228.7000	529.5000	2155.0000	193.8000	1891.0000	3321.0000	461.9000	383.9000	677.0000	4355.5000	808.0000	1499.0000	2269.5000	445.1000	1388.0000	155.9000	872.0000	966.0000	368.4000	293.6000	1340.0000	
1420012800000.0000	446.6000	189.0000	411.0000	865.0000	519.0000	1504.0000	3000.0000	246.7000	413.9000	2919.0000	222.6500	2006.0000	2777.0000	453.8000	478.8000	752.5000	4555.5000	916.0000	1622.0000	2233.0000	472.0000	1200.5000	184.2000	918.1000	1050.0000	401.5000	279.0000	1671.0000	
1416902400000.0000	411.9000	188.1500	442.5000	1050.5000	492.5000	1595.0000	2986.0000	241.4000	501.5000	2667.0000	224.5500	2055.0000	3187.0000	455.0000	480.9000	733.5000	4676.0000	914.5000	1580.0000	2357.5000	472.5000	1329.5000	181.1000	942.0000	1080.0000	395.8000	284.7000	1560.0000	
1405666800000.0000	435.8000	285.0000	493.7000	1178.0000	541.5000	1693.0000	3295.0000	324.7000	771.0000	2139.0000	195.2500	1926.0000	4022.0000	521.5000	435.7000	805.5000	4340.0000	894.0000	1528.0000	2523.5000	417.2000	1537.0000	178.0000	864.0000	1039.0000	383.5000	311.2000	1348.0000	
1415606400000.0000	387.5000	192.9000	439.6000	1055.5000	484.1000	1540.0000	3024.0000	254.7000	508.0000	2520.0000	207.8500	1972.0000	3344.0000	484.9000	477.1000	715.5000	4611.0000	863.5000	1562.0000	2336.0000	462.0000	1360.5000	170.6000	929.5000	1069.0000	375.1000	300.6000	1552.0000	
1393228800000.0000	373.1000	333.4000	505.9000	1117.5000	510.5000	1654.0030	3536.5000	347.8000	781.0000	2488.0000	252.3000	1830.0000	3920.0000	513.0000	505.5000	933.0000	4100.0000	781.0000	1437.0000	2373.5000	417.5000	1533.5000	239.9000	840.0000	1048.0000	413.9000	319.2000	1772.0000	
1401260400000.0000	355.5000	301.3000	506.1000	1211.0000	482.1000	1749.0000	3177.5000	335.5000	841.5000	2393.0000	209.7500	1933.0000	3844.0000	531.5000	443.6000	797.5000	4255.0000	860.0000	1543.0000	2442.5000	419.6000	1527.5000	198.9000	892.5000	1090.0000	398.4000	330.8000	1565.0000	
1396854000000.0000	392.0000	283.3000	484.8500	1141.5000	471.0000	1513.0020	3343.5000	310.0000	800.0000	2350.0000	217.6000	1816.0000	3856.0000	497.5010	452.9000	851.5000	3867.5000	788.0000	1482.0000	2352.0000	405.6000	1554.0000	204.9000	817.0000	1047.0000	375.0000	334.8000	1796.0000	
1411714800000.0000	384.7000	191.5500	451.7000	1127.5000	455.3000	1566.0000	3090.0000	250.1000	649.5000	2474.0000	204.9500	1874.0000	3464.0000	495.7000	421.7000	722.0000	4408.5000	806.5000	1522.0000	2435.0000	469.3000	1406.5000	171.0000	879.0000	1028.0000	383.6000	306.9000	1393.0000	
1408604400000.0000	400.8000	245.5000	483.8500	1180.0000	466.7000	1744.0000	3433.0000	307.1000	710.5000	2292.0000	202.6000	1950.0000	3942.0000	489.4000	437.3000	808.5000	4411.5000	893.5000	1520.0000	2503.5000	441.8000	1573.5000	176.3000	887.5000	1018.0000	379.6000	317.9000	1324.0000	
1407308400000.0000	420.0000	245.5500	473.7000	1188.5000	478.5000	1722.0000	3390.5000	303.5000	728.5000	2135.0000	197.9000	1880.0000	4070.0000	505.5000	422.9000	822.5000	4190.0000	848.0000	1456.0000	2553.5000	422.3000	1570.0000	167.8000	846.0000	1018.0000	378.7000	310.7000	1283.0000	
1404198000000.0000	435.8000	284.1500	515.3000	1247.0000	505.5000	1654.0000	3202.5000	314.1000	855.0000	2200.0000	196.0500	1962.0000	3889.0000	537.5000	427.0000	769.5000	4369.5000	893.0000	1584.0000	2555.0000	432.5000	1487.0000	180.2000	855.5000	1067.0000	392.3000	314.5000	1349.0000	
1402902000000.0000	330.5000	288.8500	505.6000	1257.5000	523.0000	1614.0000	3025.0000	317.7000	856.5000	2307.0000	194.1000	1972.0000	3730.0000	525.5000	437.9000	748.5000	4358.0000	888.5000	1564.0000	2494.0000	418.4000	1422.0000	188.3000	839.5000	1050.0000	384.9000	323.3000	1435.0000	
1414652400000.0000	363.0000	173.3000	444.0000	1026.5000	446.2000	1507.0000	2946.5000	246.5000	484.1000	2467.0000	206.4500	1993.0000	3231.0000	472.3000	404.9000	690.5000	4500.0000	849.5000	1581.0000	2307.5000	452.0000	1320.5000	155.6000	914.0000	1037.0000	367.9000	299.8000	1460.0000	
1390464000000.0000	433.3000	326.4000	488.1500	1295.0000	532.5000	1674.0000	3217.0000	358.8000	890.5000	2521.0000	133.0500	1685.0000	3649.0000	501.0000	493.2000	807.0000	3960.0000	705.5000	1320.0000	2291.0000	437.2000	1380.5000	244.2000	797.5000	979.0000	383.4000	320.7000	1672.0000	
1395385200000.0000	373.1000	290.9000	468.7500	1062.0000	471.2000	1504.9970	3207.0000	309.5000	775.0000	2464.0000	227.2000	1888.0000	3619.0000	494.6000	459.7000	806.5000	3929.0000	804.5000	1510.0000	2298.5000	411.0000	1439.5000	211.2000	822.5000	1035.0000	387.1000	337.9000	1622.0000	
1413356400000.0000	410.0000	174.9000	416.7000	1015.0000	423.9000	1452.0000	3072.5000	225.4000	494.2000	2199.0000	186.3000	1858.0000	3296.0000	454.2000	389.7000	666.0000	4264.5000	799.0000	1479.0000	2198.5000	437.2000	1383.5000	157.6000	869.5000	943.5000	360.1000	286.6000	1352.0000	
1410246000000.0000	445.4000	233.1500	466.8500	1202.5000	480.5000	1672.0000	3224.0000	293.3000	721.5000	2393.0000	206.2500	1959.0000	3744.0000	499.5000	433.8000	785.0000	4577.5000	858.0000	1456.0000	2504.5000	452.6000	1527.0000	175.3000	909.5000	1057.0000	387.4000	323.8000	1387.0000	
1417075200000.0000	410.3000	185.6500	426.2000	986.7000	496.8000	1571.0000	3012.0000	233.9000	464.9000	2697.0000	227.3500	2034.0000	3134.0000	455.6000	482.0000	750.5000	4720.5000	907.0000	1634.0000	2265.5000	478.6000	1352.0000	178.0000	937.0000	1088.0000	405.3000	287.7000	1633.0000	
1408950000000.0000	415.3000	248.0000	485.1000	1188.0000	466.7000	1734.0000	3392.5000	306.5000	705.0000	2291.0000	205.8500	1933.0000	3888.0000	489.1000	436.4000	808.0000	4418.0000	896.0000	1497.0000	2499.0000	439.1000	1556.5000	177.7000	885.0000	1007.0000	379.9000	316.6000	1319.0000	
1415779200000.0000	436.9000	191.4500	433.9000	1033.0000	478.5000	1545.0000	3021.0000	266.1000	492.8000	2536.0000	222.0000	1978.0000	3326.0000	481.3000	472.5000	720.5000	4690.0000	873.0000	1536.0000	2320.0000	460.6000	1364.5000	173.0000	937.0000	1055.0000	367.1000	297.0000	1540.0000	
1393401600000.0000	434.1000	326.0000	506.8000	1100.0000	502.5000	1629.9980	3407.5000	345.5000	766.5000	2500.0000	245.2500	1835.0000	3834.0000	504.0000	502.0000	911.5000	4075.0000	780.5000	1424.0000	2346.0000	409.9000	1494.0000	235.0000	830.0000	1042.0000	411.9000	319.7000	1680.0000	
1401433200000.0000	431.2000	303.5500	503.0000	1221.0000	484.5000	1667.0000	3057.0000	346.1000	843.0000	2425.0000	209.5000	1968.0000	3736.0000	531.5000	449.2000	788.5000	4283.5000	868.0000	1556.0000	2435.0000	423.1000	1457.5000	201.7000	890.0000	1071.0000	397.0000	335.6000	1530.0000	
1388995200000.0000	356.1000	332.2000	488.9500	1300.5000	534.5000	1733.0030	3266.0000	367.8000	847.0000	2482.0000	134.0730	1704.0000	3657.0000	515.5000	440.3000	787.0000	3598.5000	672.5000	1360.0000	2257.0000	431.6000	1275.0000	256.3000	785.5000	1017.0000	385.3000	342.5000	1597.0000	
1392105600000.0000	400.7000	318.7000	491.7500	1067.0000	530.5000	1586.9950	3460.0000	348.9000	845.5000	2549.0000	125.9700	1774.0000	3698.0000	508.5010	485.6000	903.0000	3974.5000	752.5000	1365.0000	2275.0000	435.9000	1526.0000	237.2000	813.5000	978.0000	395.5000	312.8000	1731.0000	
1397026800000.0000	433.8000	284.2000	482.9000	1117.0000	476.7000	1520.9970	3393.0000	312.0000	850.0000	2315.0000	220.0000	1803.0000	3885.0000	504.5010	456.0000	848.0000	3811.5000	770.0000	1486.0000	2356.5000	404.3000	1558.0000	201.9000	816.5000	1025.0000	363.5000	337.6000	1778.0000	
1418716800000.0000	383.2000	167.4500	383.9500	827.2000	487.3000	1456.0000	2727.0000	229.4000	381.4000	2770.0000	219.4500	1968.0000	2636.0000	448.6000	461.3000	700.0000	4490.5000	917.5000	1624.0000	2094.0000	449.8000	1138.0000	169.9000	877.0000	1037.0000	405.4000	270.0000	1631.0000	
1417420800000.0000	421.8000	183.8000	414.5000	904.6000	502.0000	1548.0000	2956.0000	231.8000	400.5000	2692.0000	227.2000	2041.0000	2968.0000	451.5000	489.7000	735.0000	4710.0000	908.0000	1649.0000	2208.0000	475.2000	1304.0000	176.7000	930.0000	1086.0000	411.8000	281.6000	1633.0000	
1407481200000.0000	339.1000	247.0000	464.0500	1154.5000	472.3000	1700.0000	3380.0000	302.4000	710.0000	2150.0000	191.9000	1882.0000	4012.0000	499.5000	418.6000	806.5000	4109.5000	838.0000	1455.0000	2504.0000	421.4000	1551.0000	169.6000	846.0000	1001.0000	371.4000	307.9000	1228.0000	
1404370800000.0000	361.7000	290.8000	516.9000	1276.0000	503.0000	1684.0000	3297.5000	321.0000	847.0000	2218.0000	196.5500	1974.0000	4000.0000	545.0000	434.0000	820.0000	4423.0000	896.5000	1595.0000	2546.5000	427.7000	1525.0000	182.2000	853.5000	1073.0000	388.9000	314.8000	1348.0000	
1399964400000.0000	374.1000	295.7500	500.2000	1269.0000	481.9000	1680.9960	3330.5000	339.0000	890.5000	2419.0000	219.8500	1887.0000	3930.0000	509.5010	468.2000	779.0000	4642.0000	834.5000	1509.0000	2586.5000	409.4000	1637.5000	195.8000	851.5000	1031.0000	374.9000	323.6000	1658.0000	
1403074800000.0000	372.0000	292.1000	514.4000	1267.0000	524.0000	1599.0000	3079.5000	317.1000	867.5000	2273.0000	198.1000	1928.0000	3749.0000	526.0000	438.5000	757.5000	4395.5000	861.5000	1562.0000	2533.0000	417.5000	1437.5000	190.9000	842.5000	1070.0000	385.0000	320.3000	1431.0000	
1398668400000.0000	415.1000	302.3500	488.3500	1146.0000	470.1000	1577.0010	3185.5000	330.5000	850.5000	2297.0000	218.8500	1794.0000	3805.0000	495.8000	433.4000	787.5000	4666.5000	781.5000	1500.0000	2409.0000	401.0000	1519.0000	198.8000	829.5000	969.0000	371.2000	332.7000	1628.0000	
1413529200000.0000	447.3000	174.5500	428.5000	1065.0000	441.4000	1491.0000	3099.0000	244.8000	524.0000	2214.0000	189.5000	1900.0000	3365.0000	461.0000	407.9000	683.5000	4186.5000	820.5000	1528.0000	2240.5000	443.9000	1365.0000	158.9000	873.0000	992.0000	362.7000	295.5000	1409.0000	
1410418800000.0000	389.3000	230.2000	472.2000	1181.5000	485.6000	1652.0000	3204.0000	285.3000	697.5000	2375.0000	203.4500	1960.0000	3698.0000	495.3000	425.7000	767.0000	4539.0000	854.0000	1485.0000	2500.0000	457.0000	1495.0000	177.8000	903.5000	1059.0000	387.8000	323.6000	1388.0000	
1409122800000.0000	413.5000	249.3000	485.4000	1205.0000	473.0000	1711.0000	3335.5000	304.2000	721.0000	2283.0000	207.6500	1945.0000	3891.0000	501.5000	439.8000	808.0000	4449.0000	896.5000	1506.0000	2536.5000	443.1000	1568.0000	184.4000	888.5000	1040.0000	382.8000	318.1000	1370.0000	
1406012400000.0000	442.3000	277.3500	498.5000	1202.5000	536.5000	1733.0000	3337.0000	313.8000	770.0000	2132.0000	195.6500	1952.0000	4109.0000	529.5000	442.6000	831.0000	4426.0000	901.0000	1541.0000	2538.0000	423.7000	1600.5000	171.5000	869.0000	1051.0000	389.1000	311.9000	1397.0000	
1415952000000.0000	422.3000	195.0000	431.8000	1046.0000	480.0000	1594.0000	3040.0000	270.1000	463.8000	2600.0000	225.3000	1988.0000	3316.0000	443.9000	469.0000	717.5000	4655.5000	873.5000	1558.0000	2295.0000	460.1000	1355.0000	179.5000	940.0000	1069.0000	374.2000	298.3000	1550.0000	
1393574400000.0000	389.1000	329.2000	504.4000	1088.5000	504.0000	1560.0020	3432.5000	342.6000	799.0000	2463.0000	249.0000	1850.0000	3857.0000	493.7010	503.5000	900.5000	4084.0000	779.5000	1403.0000	2327.0000	410.9000	1531.0000	235.3000	834.5000	1096.0000	409.8000	319.0000	1721.0000	
1404716400000.0000	442.0000	289.2000	513.7000	1257.0000	500.5000	1685.0000	3262.5000	317.1000	817.5000	2213.0000	196.8500	1968.0000	3990.0000	543.5000	433.2000	815.5000	4451.0000	892.0000	1591.0000	2542.5000	426.4000	1510.0000	179.3000	849.5000	1044.0000	386.5000	313.3000	1325.0000	
1389168000000.0000	428.7000	328.3000	492.8500	1313.0000	527.5000	1690.0000	3190.0000	360.0000	820.0000	2471.0000	134.2160	1637.0000	3622.0000	503.5010	444.9000	772.5000	3549.5000	659.5000	1346.0000	2259.0000	426.5000	1262.5000	254.2000	774.0000	1003.0000	379.1000	330.1000	1626.0000	
1392278400000.0000	423.8000	324.8500	485.2000	1066.0000	523.0000	1580.9990	3497.5000	352.0000	758.5000	2504.0000	125.9410	1750.0000	3742.0000	515.5000	484.9000	905.5000	4055.5000	745.5000	1377.0000	2280.0000	425.8000	1533.5000	236.1000	810.5000	979.5000	397.2000	316.2000	1726.0000	
1397199600000.0000	387.5000	281.0500	475.4500	1113.5000	469.6000	1494.0040	3330.5000	309.6000	827.0000	2248.0000	213.8000	1770.0000	3819.0000	500.0000	435.5000	825.0000	3780.5000	758.5000	1469.0000	2350.5000	398.6000	1537.0000	201.2000	809.5000	998.5000	358.0000	334.9000	1700.0000	
1418889600000.0000	408.1000	175.8000	402.5500	875.8000	501.0000	1513.0000	2813.0000	235.0000	397.0000	2813.0000	225.6000	2015.0000	2660.0000	446.8000	462.5000	722.0000	4572.5000	914.5000	1648.0000	2159.0000	462.0000	1167.0000	170.0000	909.0000	1032.0000	400.8000	271.9000	1644.0000	
1412060400000.0000	450.0000	186.2000	453.4500	1140.0000	451.2000	1548.0000	3031.5000	251.5000	644.5000	2464.0000	204.4000	1877.0000	3430.0000	491.8000	404.6000	721.0000	4441.5000	808.0000	1547.0000	2437.0000	471.5000	1384.0000	168.3000	888.0000	1011.0000	379.6000	307.8000	1423.0000	
1395903600000.0000	439.9000	293.3500	476.3500	1111.0000	479.5000	1499.0010	3275.0000	313.5000	759.0000	2289.0000	218.0000	1823.0000	3665.0000	480.2000	455.1000	827.5000	3910.0000	792.0000	1487.0000	2318.0000	410.5000	1487.0000	212.3000	819.0000	1042.0000	379.9000	325.2000	1711.0000	
1417593600000.0000	427.8000	188.5000	436.8500	936.4000	502.0000	1574.0000	3011.0000	240.5000	421.1000	2718.0000	227.3500	2026.0000	3037.0000	458.3000	490.9000	739.0000	4674.5000	898.5000	1652.0000	2259.0000	478.9000	1320.0000	184.1000	929.5000	1090.0000	408.3000	284.4000	1668.0000	
1400137200000.0000	429.8000	302.5500	503.0000	1259.0000	470.7000	1703.0020	3369.0000	332.8000	860.5000	2341.0000	217.0000	1901.0000	3964.0000	513.5000	461.0000	800.0000	4726.5000	840.5000	1550.0000	2564.5000	416.5000	1608.0000	205.2000	863.5000	1010.0000	362.8000	326.5000	1550.0000	
1403247600000.0000	372.5000	290.3500	518.6000	1239.5000	536.5000	1632.0000	3077.5000	316.8000	875.0000	2299.0000	191.8500	1936.0000	3803.0000	527.5000	433.7000	770.5000	4470.0000	875.0000	1579.0000	2543.5000	428.0000	1456.5000	188.7000	843.5000	1097.0000	387.8000	319.8000	1452.0000	
1390809600000.0000	368.6000	324.6000	475.8000	1082.0000	526.5000	1622.0030	3140.0000	357.4000	843.5000	2478.0000	127.1350	1700.0000	3560.0000	497.1000	472.5000	801.5000	3855.5000	713.5000	1309.0000	2240.0000	432.3000	1319.5000	245.7000	784.0000	913.0000	376.6000	317.3000	1587.0000	
1393920000000.0000	374.5000	327.9000	491.5000	1094.5000	506.5000	1569.9960	3381.5000	344.6000	785.5000	2435.0000	249.0000	1850.0000	3854.0000	495.9010	504.0000	902.5000	4080.5000	786.5000	1425.0000	2345.0000	420.4000	1502.5000	235.0000	837.0000	1095.0000	406.4000	319.2000	1731.0000	
1395730800000.0000	407.4000	293.7000	473.9500	1107.0000	470.6000	1503.9980	3283.0000	310.3000	777.0000	2343.0000	222.8000	1883.0000	3687.0000	490.2000	455.3000	818.5000	3892.0000	798.5000	1498.0000	2306.5000	411.5000	1498.0000	210.3000	818.5000	1066.0000	384.0000	332.5000	1692.0000	
1398841200000.0000	414.4000	292.9500	499.2000	1198.0000	476.7000	1577.0010	3224.5000	335.7000	880.0000	2366.0000	223.9500	1845.0000	3838.0000	496.0000	441.1000	787.0000	4664.0000	796.0000	1525.0000	2520.0000	400.0000	1582.0000	200.9000	840.5000	982.5000	368.5000	330.0000	1637.0000	
1394434800000.0000	406.0000	320.2500	484.0000	1087.5000	469.3000	1556.0050	3139.5000	337.6000	804.0000	2391.0000	230.1000	1853.0000	3644.0000	489.3010	481.5000	858.5000	3989.5000	795.5000	1424.0000	2342.5000	402.7000	1433.0000	233.7000	824.5000	1094.0000	397.1000	327.4000	1641.0000	
1409295600000.0000	380.1000	229.9500	481.6500	1201.5000	471.6000	1702.0000	3213.5000	290.3000	730.0000	2246.0000	206.7500	1945.0000	3815.0000	507.0000	429.9000	785.5000	4567.0000	877.0000	1518.0000	2545.5000	445.1000	1530.0000	177.5000	899.0000	1033.0000	387.0000	319.4000	1335.0000	
1406185200000.0000	450.0000	274.8000	503.8000	1212.0000	530.0000	1738.0000	3441.5000	317.0000	755.0000	2183.0000	197.8500	1940.0000	4166.0000	523.5000	445.7000	847.0000	4424.5000	904.0000	1480.0000	2557.5000	429.1000	1585.0000	173.6000	872.5000	1051.0000	387.9000	313.0000	1333.0000	
1401778800000.0000	366.9000	297.5000	503.2000	1227.5000	493.5000	1657.0000	3119.0000	333.8000	845.0000	2428.0000	207.5500	1968.0000	3752.0000	545.5000	446.5000	790.0000	4349.0000	868.5000	1563.0000	2470.0000	424.6000	1458.0000	194.4000	877.5000	1075.0000	397.8000	334.7000	1580.0000	
1404889200000.0000	360.3000	279.5000	508.0000	1205.5000	501.0000	1704.0000	3261.0000	309.2000	803.0000	2154.0000	191.0000	1918.0000	3960.0000	530.0000	418.0000	817.5000	4361.5000	875.5000	1560.0000	2525.5000	416.6000	1505.0000	173.4000	844.5000	1025.0000	380.6000	308.5000	1287.0000	
1389340800000.0000	422.0000	321.8000	497.0000	1319.5000	533.5000	1714.9940	3140.0000	346.0000	909.5000	2552.0000	133.4480	1672.0000	3561.0000	502.0000	468.8000	782.0000	3652.0000	659.5000	1364.0000	2308.0000	434.0000	1249.5000	236.1000	781.5000	1002.0000	383.3000	330.5000	1649.0000	
1400482800000.0000	430.8000	312.0000	509.1000	1296.5000	469.1000	1742.9970	3225.0000	345.0000	853.0000	2302.0000	217.1500	1918.0000	3884.0000	512.0000	451.0000	800.0000	4287.5000	848.0000	1568.0000	2592.0000	413.2000	1565.5000	214.0000	889.5000	1023.0000	371.1000	328.2000	1587.0000	
1412233200000.0000	431.8000	178.2000	440.1000	1053.5000	437.9000	1498.0000	2988.0000	224.8000	609.5000	2343.0000	200.6000	1814.0000	3334.0000	473.5000	388.8000	698.5000	4279.5000	784.5000	1493.0000	2364.5000	453.8000	1327.0000	158.9000	869.5000	976.5000	373.8000	301.9000	1371.0000	
1417766400000.0000	365.7000	189.6000	424.5000	907.5000	518.0000	1558.0000	2898.0000	238.3000	396.0000	2805.0000	230.6000	1991.0000	2948.0000	457.4000	496.9000	732.0000	4739.5000	900.0000	1679.0000	2230.5000	481.7000	1268.0000	184.8000	930.0000	1102.0000	420.0000	286.0000	1761.0000	
1410937200000.0000	365.7000	224.7500	471.0500	1164.0000	480.1000	1599.0000	3239.5000	283.2000	681.5000	2400.0000	200.9000	1917.0000	3634.0000	498.7000	422.4000	753.0000	4493.0000	844.0000	1497.0000	2484.5000	461.0000	1497.0000	178.0000	884.0000	1086.0000	388.4000	319.9000	1338.0000	
1407826800000.0000	421.3000	243.3500	468.9000	1156.0000	471.2000	1712.0000	3515.0000	301.0000	708.0000	2211.0000	193.5000	1894.0000	4069.0000	500.0000	423.8000	821.5000	4129.0000	846.5000	1452.0000	2495.5000	433.0000	1586.0000	165.5000	851.0000	1009.0000	374.7000	308.5000	1258.0000	
1390982400000.0000	432.2000	321.1500	476.9000	1035.0000	515.5000	1611.0000	3247.5000	348.5000	823.0000	2523.0000	128.6990	1756.0000	3607.0000	494.4000	474.3000	872.5000	3846.5000	719.0000	1307.0000	2242.5000	431.6000	1420.5000	240.0000	777.5000	928.0000	369.9000	312.7000	1603.0000	
1394092800000.0000	418.2000	324.2000	486.9000	1097.0000	479.2000	1627.9990	3310.5000	344.3000	796.0000	2375.0000	247.3000	1855.0000	3776.0000	502.0000	496.8000	915.0000	4011.0000	783.0000	1420.0000	2325.5000	413.5000	1565.0000	236.5000	830.5000	1107.0000	403.9000	322.2000	1711.0000	
1399014000000.0000	374.5000	285.5000	501.7000	1251.5000	476.9000	1644.9990	3247.0000	321.3000	884.0000	2377.0000	222.9000	1833.0000	3862.0000	504.0000	440.8000	790.5000	4808.0000	794.0000	1530.0000	2533.0000	401.1000	1565.0000	196.2000	838.5000	973.5000	377.5000	328.8000	1641.0000	
1413874800000.0000	404.0000	185.9000	433.6500	1061.5000	449.3000	1535.0000	3140.0000	250.0000	526.5000	2347.0000	193.7500	1953.0000	3379.0000	464.8000	417.9000	691.0000	4235.5000	824.0000	1530.0000	2265.5000	444.6000	1374.5000	162.1000	878.0000	1002.0000	369.8000	294.5000	1450.0000	
1410764400000.0000	443.3000	228.5000	468.3000	1153.5000	483.0000	1631.0000	3235.0000	284.2000	700.5000	2382.0000	201.5000	1966.0000	3684.0000	498.9000	426.0000	761.5000	4545.0000	857.5000	1485.0000	2480.0000	458.1000	1488.5000	176.1000	895.5000	1072.0000	387.3000	319.9000	1360.0000	
1389686400000.0000	412.0000	331.2000	491.0500	1310.5000	539.5000	1735.0010	3168.0000	360.5000	856.5000	2585.0000	134.1590	1652.0000	3563.0000	500.5010	475.6000	789.0000	3755.5000	665.0000	1349.0000	2287.5000	428.2000	1262.5000	249.8000	780.5000	1022.0000	384.8000	327.0000	1695.0000	
1394607600000.0000	402.8000	314.4000	482.6000	1069.5000	449.5000	1510.0040	3173.5000	333.2000	800.0000	2387.0000	229.5500	1831.0000	3586.0000	485.1000	473.6000	853.5000	4002.0000	804.0000	1425.0000	2324.0000	400.9000	1419.5000	233.0000	833.0000	1102.0000	402.3000	327.9000	1647.0000	
1416297600000.0000	438.0000	192.7000	437.6000	1038.5000	473.2000	1578.0000	3004.0000	265.6000	475.0000	2664.0000	228.3000	2023.0000	3320.0000	447.7000	476.6000	709.5000	4685.0000	903.0000	1583.0000	2326.5000	462.8000	1363.0000	182.1000	955.5000	1080.0000	381.2000	300.4000	1525.0000	
1401951600000.0000	383.8000	291.6500	499.7000	1240.0000	517.5000	1656.0000	3144.0000	327.5000	846.0000	2430.0000	204.0000	1968.0000	3752.0000	532.5000	452.6000	778.0000	4296.0000	883.0000	1559.0000	2443.5000	423.6000	1454.0000	192.5000	831.5000	1097.0000	398.4000	330.5000	1581.0000	
1405062000000.0000	369.7000	278.1000	503.8000	1187.0000	493.7000	1675.0000	3203.5000	315.1000	790.0000	2119.0000	189.4500	1920.0000	3922.0000	523.5000	426.7000	809.5000	4353.5000	876.5000	1547.0000	2530.0000	417.4000	1479.0000	172.7000	851.0000	1024.0000	384.5000	304.5000	1266.0000	
1392624000000.0000	364.7000	327.4000	487.7000	1084.0000	518.0000	1603.9950	3559.0000	345.2000	770.0000	2520.0000	126.5380	1793.0000	3824.0000	522.5000	494.4000	949.0000	4073.0000	757.0000	1383.0000	2295.0000	436.9000	1552.0000	236.4000	820.0000	1023.0000	404.3000	318.4000	1727.0000	
1397545200000.0000	383.1000	286.3000	473.5000	1123.0000	463.7000	1528.0020	3302.5000	319.4000	859.5000	2194.0000	210.6000	1787.0000	3798.0000	487.8000	416.6000	832.5000	3723.0000	769.5000	1495.0000	2390.0000	391.9000	1514.0000	200.8000	824.0000	963.5000	358.0000	342.4000	1608.0000	
1400655600000.0000	425.4000	303.8000	509.3000	1261.5000	470.2000	1717.0030	3189.5000	337.7000	845.0000	2378.0000	204.6000	1927.0000	3831.0000	521.5000	452.3000	771.0000	4420.0000	852.5000	1560.0000	2551.5000	411.0000	1546.5000	205.0000	882.5000	1042.0000	382.1000	328.3000	1550.0000	
1419235200000.0000	368.9000	181.0000	413.6500	886.1000	514.5000	1541.0000	2862.5000	239.6000	407.0000	2823.0000	225.2000	2038.0000	2736.0000	458.6000	480.8000	738.5000	4603.0000	930.5000	1619.0000	2245.5000	471.3000	1173.5000	176.0000	916.5000	1060.0000	411.0000	277.3000	1658.0000	
1396249200000.0000	427.1000	295.4000	480.0000	1117.5000	479.9000	1501.0000	3337.5000	316.1000	748.5000	2284.0000	220.3000	1823.0000	3688.0000	486.8000	451.5000	835.5000	3876.5000	788.0000	1469.0000	2340.5000	414.2000	1526.5000	213.0000	822.0000	1049.0000	379.5000	329.7000	1715.0000	
1411110000000.0000	424.8000	229.6000	473.3000	1166.5000	489.7000	1618.0000	3179.0000	284.3000	667.0000	2470.0000	204.6500	1941.0000	3587.0000	505.5000	435.3000	752.5000	4578.5000	847.5000	1523.0000	2505.0000	471.7000	1472.0000	182.0000	886.5000	1093.0000	397.8000	320.0000	1336.0000	
1407999600000.0000	371.8000	245.2000	472.0000	1156.5000	466.5000	1720.0000	3376.0000	308.2000	704.0000	2234.0000	196.3000	1944.0000	4051.0000	501.5000	428.0000	813.0000	4096.0000	866.0000	1482.0000	2491.5000	437.0000	1584.0000	170.7000	870.5000	1010.0000	367.9000	314.6000	1289.0000	
