#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TSCO.L_Close [261,261] Werte
# BP.L_Close [261,261] Werte
# BG.L_Close [261,261] Werte
# MGGT.L_Close [261,261] Werte
# AGK.L_Close [261,261] Werte
# RIO.L_Close [261,261] Werte
# SBRY.L_Close [261,261] Werte
# TLW.L_Close [259,259] Werte
# VOD.L_Close [261,261] Werte
# SVT.L_Close [261,261] Werte
# BLT.L_Close [261,261] Werte
# REX.L_Close [261,261] Werte
# MKS.L_Close [261,261] Werte
# ANTO.L_Close [261,261] Werte
# AZN.L_Close [261,261] Werte
# UU.L_Close [261,261] Werte
# SSE.L_Close [261,261] Werte
# BA.L_Close [259,259] Werte
# AAL.L_Close [160,160] Werte
# MRW.L_Close [261,261] Werte
# NG.L_Close [261,261] Werte
# BT-A.L_Close [261,261] Werte
# CNA.L_Close [261,261] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
917424000000.0000	181.7500	841.0000	146.7800	103.8580	184.5000	607.1870	370.5070	63.0000	672.5000	578.9070	230.9990	167.0580	286.8140	159.5000	2755.5600	771.6000	620.0000	445.0000	3174.0070	300.5000	384.7070	917.5000	86.9620	
944035200000.0000	174.7500	633.5000	131.3960	121.8530	345.5000	1045.0200	285.6900	93.0000	171.9210	466.2050	605.5980	219.8020	200.4250	414.0000	2776.0500	566.4000	474.0000	365.7500	3382.0060	129.0000	377.9150	1325.5000	145.9850	
936342000000.0000	192.2500	1172.0000	149.8160	156.8810	274.0000	953.3250	393.0680	76.0000	706.3390	549.9620	531.5990	272.1920	334.3800	355.0000	2421.8500	734.1000	578.0000	472.7500	3587.0020	153.5000	330.9420	976.0000	136.1460	
933231600000.0000	162.2500	1176.0000	144.9170	134.5220	210.0000	934.3250	325.3880	75.0000	722.2620	553.6570	527.5990	282.4380	296.9780	327.5000	2211.0800	778.5000	583.0000	399.5000	3671.0040	155.5000	314.6370	1086.0000	110.9010	
928825200000.0000	185.7500	1132.0000	148.2490	133.7900	217.5000	783.5610	346.6460	64.0000	738.1860	579.5230	378.5990	216.9520	301.8570	266.0000	2431.6100	768.1000	617.5000	422.0000	3330.0000	168.0000	355.9810	1122.0000	106.3030	
940575600000.0000	181.5000	592.5000	138.3520	115.8900	292.0000	809.5830	314.7580	69.0000	152.8700	545.9590	517.0000	227.1980	231.7280	415.0000	2759.4600	623.3000	563.5000	345.5000	3869.9930	142.0000	347.0520	1067.5000	140.5010	
920361600000.0000	168.5000	850.5000	139.4300	121.5290	196.5000	657.9930	316.2770	57.0000	637.2390	551.8100	268.9990	173.7390	321.1670	174.0000	2457.9500	777.0000	579.0000	391.0000	3472.9970	304.0000	345.4990	1074.0000	86.1640	
939279600000.0000	190.7500	558.5000	136.9810	139.3670	278.5000	910.3680	330.3770	71.0000	166.8030	594.3040	541.5990	236.5530	259.1700	399.5000	2684.3300	676.2000	596.5000	405.0000	3604.0100	154.0000	360.4450	998.0000	130.2580	
936169200000.0000	190.5000	1175.0000	148.1510	157.6260	269.5000	916.9760	373.5440	76.0000	713.1620	563.8180	509.5990	273.9740	328.4850	356.5000	2375.9900	740.6000	592.5000	466.5000	3144.0050	156.5000	331.3300	965.0000	134.5320	
945676800000.0000	181.2500	632.5000	163.0290	122.5980	358.5000	1180.5000	296.3200	105.0000	171.1820	364.8960	738.9990	234.3260	223.1910	431.0000	2469.6600	601.9000	514.5000	413.5000	3212.9920	120.2500	365.6850	1410.0000	142.5980	
934873200000.0000	181.2500	1226.0000	148.8360	151.6640	239.0000	1038.8300	338.6200	68.0000	680.7450	528.7150	536.9990	266.4010	298.6040	331.0000	2251.0900	730.6000	562.5000	433.5000	2899.9970	159.0000	308.6200	933.0000	117.5140	
931762800000.0000	166.0000	1259.0000	152.6580	149.4280	222.5000	948.7810	354.0220	88.0000	758.0900	609.7000	485.5980	253.4820	320.1510	298.0000	2306.7100	861.9000	639.0000	444.5000	3250.0100	149.5000	339.2880	1115.0000	122.5950	
926060400000.0000	185.7500	1133.0000	146.8760	142.0840	221.5000	809.5830	371.8090	59.0000	618.1880	549.0380	378.9990	205.8140	337.2260	306.0000	2304.7600	756.6000	612.5000	482.2500	3995.0000	324.0000	349.3810	1011.0000	93.2770	
940921200000.0000	180.7500	569.5000	137.0790	114.7730	307.9990	839.3230	306.9490	67.0000	154.9730	545.3430	525.9990	220.9610	224.6140	420.0000	2762.3900	616.3000	574.5000	359.5000	3434.9950	143.7500	364.3280	1071.0000	141.7910	
937810800000.0000	183.5000	1109.0000	150.0120	145.7020	280.5000	858.3230	351.6350	77.0000	741.0290	591.5320	500.6000	247.0660	275.4320	395.5000	2493.0800	713.7000	576.5000	424.5000	3593.9900	160.0000	336.5710	975.0000	132.4350	
917596800000.0000	187.2500	822.0000	146.9750	107.4640	193.0000	604.7090	370.9410	63.0000	674.2050	572.1330	231.9990	165.2750	292.9130	167.5000	2722.3900	772.6000	588.5000	462.0000	4004.0090	307.5000	383.7370	930.5000	93.4220	
944208000000.0000	185.0000	623.5000	131.5910	118.4990	364.5000	1033.4600	282.0020	88.0000	173.9120	455.1200	622.9980	215.8820	202.0510	413.5000	2663.8400	563.9000	502.5000	403.2500	3509.0050	128.0000	399.4590	1412.5000	154.0500	
942912000000.0000	184.2500	635.0000	141.2920	123.3430	332.0000	1024.3700	295.4520	73.0000	161.2290	489.3000	610.9980	230.7620	203.8810	465.0000	2724.3400	566.4000	525.0000	343.5000	3182.9890	124.0000	389.5600	1229.0000	127.6770	
928998000000.0000	188.5000	1141.5000	149.8160	144.2110	214.5000	812.0610	338.6200	63.0000	756.3830	567.2060	399.9990	209.8240	301.0430	287.5000	2447.2200	746.1000	614.5000	423.0000	3233.9850	163.5000	357.1460	1069.0000	108.0770	
932108400000.0000	164.5000	1272.0000	148.4450	144.5840	229.5000	939.6940	344.6930	76.0000	772.8760	601.0780	502.5980	263.7280	315.2720	299.5000	2232.5500	842.9000	619.5000	428.0000	3599.9970	156.5000	350.1570	1107.0000	116.9500	
920534400000.0000	165.2500	902.0000	137.2750	121.5290	195.0000	662.1230	308.0330	55.0000	626.1490	571.5170	266.0000	175.0760	305.5160	174.0000	2385.7500	790.0000	583.0000	398.5000	3034.9960	302.5000	341.0350	1040.0000	85.6550	
924591600000.0000	177.7500	1120.0000	132.0820	137.3960	216.0000	835.1920	347.2960	52.0000	606.2450	491.4550	398.0000	228.5340	361.2120	270.0000	2492.1000	706.7000	570.0000	426.5000	2958.0100	303.5000	330.5530	982.0000	79.7030	
916128000000.0000	185.5000	906.5000	146.2890	106.0220	183.0000	608.4260	406.7340	52.0000	611.0790	583.8340	243.9990	163.0480	328.0790	180.5000	2677.5000	788.5000	614.5000	508.0000	4115.0110	314.5000	389.1720	919.5000	86.1640	
919238400000.0000	177.7500	840.0000	140.0190	120.4470	189.5000	629.4920	334.0640	56.0000	636.9550	562.2790	261.0000	169.7300	300.4340	182.5000	2513.5700	817.5000	614.5000	430.0000	3485.0090	324.0000	357.9210	1089.5000	82.0260	
945849600000.0000	184.2500	615.5000	168.2170	133.0320	361.5000	1157.3700	301.9600	103.0000	168.7930	358.7380	698.9980	235.2170	231.5250	434.0000	2405.2600	628.8000	511.0000	414.2500	4050.0100	122.0000	370.7330	1422.0000	141.1460	
942739200000.0000	187.0000	631.5000	133.4530	118.8720	327.5000	948.3680	307.3820	72.0000	154.5750	508.3920	557.5980	212.7640	220.5480	470.0000	2785.8100	569.9000	537.0000	373.5000	3304.9930	132.0000	380.4370	1288.5000	139.7740	
935046000000.0000	174.7500	1206.0000	145.8970	157.6260	239.5000	980.5870	355.9740	67.0000	657.4300	511.4710	512.0000	262.8370	300.4340	331.0000	2282.3200	709.2000	567.0000	433.2500	3771.0030	165.0000	307.0670	930.0000	117.9980	
931935600000.0000	166.0000	1259.0000	150.7960	146.4470	225.5000	923.1720	347.5130	80.0000	739.8910	600.4620	491.9980	253.9270	315.8830	298.0000	2288.1700	832.9000	630.5000	428.2500	3198.0040	159.5000	339.2880	1121.0000	119.7720	
941443200000.0000	183.2500	584.0000	134.5310	112.5370	306.5000	859.1490	318.0120	70.0000	170.6130	535.7970	534.5980	225.4160	230.1020	430.0000	2707.7500	581.9000	578.5000	359.2500	2933.0030	138.0000	350.1570	1108.0000	139.7740	
927529200000.0000	176.5000	1149.5000	140.3120	134.5110	213.5000	836.0180	346.6460	61.0000	708.0430	557.9680	410.5990	221.8520	314.2560	301.0000	2453.0700	709.7000	606.0000	426.5000	3172.0140	172.5000	337.3470	1080.0000	102.4320	
930639600000.0000	166.0000	1123.0000	150.1100	148.6830	225.0000	857.9100	346.4290	67.0000	721.6930	589.0690	437.5980	229.8700	290.2700	296.5000	2404.2900	766.6000	642.0000	414.2500	3176.0000	142.0000	343.3650	1072.0000	116.1430	
919065600000.0000	177.2500	867.5000	139.1370	121.1680	191.5000	682.7760	327.7740	56.0000	644.6330	558.5840	272.0000	160.3750	298.1980	180.0000	2496.0100	809.5000	622.0000	429.5000	3204.0100	324.0000	369.9560	1072.0000	84.5660	
922176000000.0000	166.0000	1002.0000	134.6290	141.7230	217.5000	703.4280	321.0490	52.0000	584.6340	540.7240	285.5990	183.0940	307.1420	196.0000	2569.1900	750.6000	594.0000	392.0000	3439.9910	320.0000	328.6130	984.0000	79.3400	
941094000000.0000	181.7500	590.0000	128.4560	112.9090	307.0000	861.6270	312.8060	67.0000	152.9830	541.3400	538.5990	215.8820	224.6140	421.0000	2724.3400	607.9000	562.0000	356.5000	4269.9930	140.0000	360.8330	1085.5000	139.2910	
937983600000.0000	184.0000	1093.0000	137.8630	141.6030	270.0000	873.1930	328.6410	80.0000	763.2080	569.6690	488.9990	229.8700	253.8850	392.0000	2487.2300	669.2000	583.0000	402.5000	3304.0100	155.0000	329.5830	921.5000	124.3700	
936687600000.0000	191.2500	1156.0000	149.5230	154.2720	279.0000	945.8900	375.9310	79.0000	717.7110	547.4980	534.5980	270.8550	319.9480	360.0000	2428.6800	721.1000	559.5000	467.0000	3220.9900	152.2500	320.6550	952.0000	136.7100	
933577200000.0000	164.7500	1209.0000	146.4850	137.8760	210.0000	993.3910	324.0860	74.0000	742.7350	572.1330	528.9980	276.6460	310.1910	337.5000	2266.7000	807.5000	588.0000	413.7500	2860.0030	155.5000	325.1190	1074.0000	114.5290	
924764400000.0000	191.2500	1097.5000	141.3900	144.9690	216.0000	825.6920	351.8520	54.0000	645.4860	504.0800	381.0000	229.4260	357.9590	274.5000	2585.7800	704.7000	558.5000	432.2500	3090.9880	308.5000	331.1360	993.0000	84.5660	
927874800000.0000	181.7500	1117.0000	134.5310	131.2650	218.5000	755.8860	329.2920	60.0000	676.1960	561.3550	391.6000	219.1790	320.3550	271.0000	2420.8700	752.1000	591.0000	411.7500	3701.9890	166.0000	329.1950	1041.0000	102.0280	
939625200000.0000	189.0000	538.0000	135.1190	137.8760	282.5000	875.6710	340.7890	71.0000	179.4280	573.0560	518.9980	240.5620	257.5440	400.0000	2767.2700	653.8000	571.5000	401.7500	3171.0040	153.5000	357.3390	1018.5000	134.1290	
916300800000.0000	186.7500	876.0000	160.4970	102.7760	182.5000	586.1210	390.2480	52.0000	597.9980	580.1390	239.6000	150.1290	276.2440	174.0000	2577.9700	780.5000	611.0000	491.5000	3063.0050	316.0000	388.5900	899.5000	86.5990	
919411200000.0000	175.5000	827.5000	138.8430	120.0860	187.0000	637.7530	317.7950	52.0000	640.9370	570.9010	263.5990	175.0760	300.8400	184.0000	2525.2800	816.5000	588.0000	402.0000	3220.0080	322.0000	351.5160	1080.5000	86.7450	
946022400000.0000	187.0000	623.5000	172.1900	133.4040	366.0000	1123.5000	299.5740	102.0000	173.3430	375.6740	701.9970	223.6340	236.4040	433.5000	2494.0600	638.3000	500.5000	420.0000	3518.9970	123.0000	375.7790	1427.0000	139.9360	
923468400000.0000	161.5000	1012.5000	137.6670	124.4130	211.5000	731.9290	332.9790	50.0000	694.3950	511.4710	300.0000	179.0860	355.1140	244.0000	2805.3300	738.1000	567.0000	437.2500	3439.9910	311.5000	362.5800	1085.0000	80.7920	
941616000000.0000	186.0000	556.5000	134.0420	111.7910	317.4990	850.0620	310.8530	77.0000	168.2240	556.7360	542.9990	226.3070	222.3780	452.0000	2689.2100	599.4000	570.5000	353.0000	3768.0000	136.0000	373.6440	1097.5000	141.1460	
927702000000.0000	172.7500	1146.0000	136.9810	132.7080	217.5000	783.1470	324.7370	60.0000	696.1000	551.1940	400.9990	216.5060	315.8830	285.0000	2416.9700	725.6000	583.0000	412.0000	3190.0050	164.0000	327.0600	1057.0000	99.6080	
930812400000.0000	165.7500	1177.0000	148.2490	149.8010	225.5000	910.3680	356.8420	63.0000	725.6740	589.9920	457.6000	227.1980	297.9950	294.0000	2408.1900	793.0000	657.5000	419.7500	3720.0070	142.0000	345.3060	1114.0000	120.0140	
922348800000.0000	173.0000	1011.0000	142.2720	139.5590	217.5000	738.5380	344.0430	51.0000	582.3580	545.0350	299.6000	188.4410	308.9710	232.5000	2609.2000	771.1000	569.5000	409.7500	3220.9900	320.0000	340.8410	955.0000	81.3000	
923295600000.0000	166.0000	1009.5000	144.4280	130.9050	214.5000	708.3850	333.8480	51.0000	672.2150	528.4070	300.6000	182.2040	329.7050	254.0000	2963.4000	745.1000	561.5000	465.5000	3510.9980	310.0000	363.3560	1028.0000	81.8800	
926406000000.0000	190.0000	1139.0000	151.9720	140.2810	221.5000	824.8660	370.9410	63.0000	637.5230	548.1140	379.9990	211.1600	327.4690	301.5000	2339.8900	736.6000	613.5000	385.5000	3204.9930	326.5000	342.5880	1008.0000	100.2540	
938156400000.0000	179.5000	1094.0000	135.8050	131.5410	266.5000	864.9320	327.7740	82.0000	784.8190	545.9590	482.9990	234.3260	244.7380	394.0000	2492.1000	652.8000	567.0000	463.5000	3210.9990	148.0000	329.1950	951.0000	124.8530	
917942400000.0000	185.2500	855.0000	143.3490	123.3320	195.0000	612.5570	373.5440	58.0000	667.6660	563.5110	229.0000	175.9670	288.8470	168.5000	2699.9400	771.6000	620.0000	411.7500	3434.9950	318.0000	386.0660	976.0000	89.6480	
944553600000.0000	175.7500	611.5000	131.0040	121.1070	355.5000	1026.0200	263.7810	89.0000	185.8540	431.7170	658.9970	215.6150	203.4740	405.0000	2557.4800	555.0000	499.0000	462.2500	3509.9880	121.0000	391.3070	1426.5000	150.4210	
936860400000.0000	190.2500	1172.0000	150.5030	150.9180	283.5000	949.1950	373.9780	76.0000	697.2380	546.8820	530.9990	276.2020	313.0360	367.5000	2381.8400	720.1000	576.5000	419.2500	4069.0100	159.5000	316.5780	951.0000	130.6610	
933750000000.0000	172.2500	1209.0000	147.2690	136.7580	216.0000	994.6300	337.9690	73.0000	704.0630	566.5900	526.5990	278.8740	306.3290	337.5000	2200.3500	805.5000	579.0000	365.5000	3306.9850	156.5000	326.4770	986.0000	119.6110	
943257600000.0000	174.7500	625.5000	139.4300	123.3430	324.5000	994.6300	277.2300	87.0000	156.5660	475.4430	588.0000	224.9700	202.2540	450.0000	2726.2900	560.4000	514.5000	419.2500	3715.0110	140.0000	375.9730	1236.0000	127.6770	
929343600000.0000	178.0000	1152.0000	146.8760	147.9370	214.5000	852.9530	322.7850	65.0000	731.9300	568.1300	420.0000	220.5150	301.0430	293.5000	2471.6100	761.6000	618.0000	425.7500	3206.0030	164.5000	352.8760	1057.0000	108.4810	
932454000000.0000	161.0000	1231.0000	147.8570	138.9940	233.0000	924.4110	336.0170	75.0000	760.3660	600.4620	490.5980	273.5280	303.8900	318.5000	2218.8900	831.9000	593.0000	407.0000	2893.9910	154.0000	348.0230	1092.0000	113.3200	
920880000000.0000	163.7500	928.5000	137.9610	128.3800	206.5000	688.1450	306.0810	66.0000	636.6700	565.9740	273.9980	180.8670	311.4100	174.0000	2419.9000	816.0000	571.0000	390.0000	3190.0050	298.5000	332.8830	1058.5000	84.7110	
939798000000.0000	189.5000	563.5000	130.0240	133.7770	279.5000	888.8890	322.7850	65.0000	170.3290	562.8950	525.5990	231.6530	246.5670	401.0000	2761.4200	602.4000	577.5000	426.2500	3076.0000	147.0000	359.6690	972.0000	133.3220	
923641200000.0000	157.2500	1044.5000	140.6060	127.2980	210.0000	752.5820	327.5570	52.0000	690.4130	503.4640	317.5980	180.4220	342.9180	236.0000	2710.6800	735.1000	565.0000	406.7500	3466.0080	314.0000	353.2630	1080.0000	80.7920	
938502000000.0000	188.7500	1065.0000	139.4300	129.6780	273.5000	882.2800	334.2810	80.0000	784.8190	574.5960	510.9990	233.4340	258.1530	394.0000	2505.7700	679.7000	557.5000	475.0000	3545.0140	145.2500	322.4010	967.0000	128.2410	
935391600000.0000	173.2500	1223.0000	150.8940	157.9990	239.5000	974.3910	361.1800	70.0000	675.0580	526.8670	529.5980	273.0830	310.8010	335.0000	2468.6900	734.1000	574.0000	382.1250	3296.0110	165.0000	309.3960	939.0000	120.8200	
915177600000.0000	171.2500	897.5000	150.0760	89.4330	180.5000	577.4470	418.0170	50.0000	672.2150	630.0240	238.5990	151.0200	335.1910	177.5000	2553.5800	906.1000	677.0000	359.0000	2866.0090	279.0000	372.4790	913.1000	87.8330	
941788800000.0000	186.7500	541.0000	131.0040	110.3010	318.5000	840.9750	317.7950	76.0000	180.2810	545.6510	539.9980	219.6250	238.4360	455.0000	2749.7100	597.9000	563.0000	458.0000	-5.0000	136.0000	388.5900	1102.0000	140.7430	
926578800000.0000	188.0000	1113.0000	148.1510	139.9200	220.0000	798.0170	355.7570	66.0000	668.8020	569.3620	366.9990	207.1510	330.5180	301.5000	2512.6000	755.6000	620.0000	439.5000	-5.0000	327.5000	346.8580	1074.0000	98.3990	
918115200000.0000	187.5000	891.0000	133.8450	122.2500	195.0000	607.1870	372.2430	58.0000	632.9740	550.5780	222.6000	173.7390	293.5230	171.0000	2587.7300	784.0000	579.5000	410.5000	-5.0000	317.5000	384.3190	950.5000	86.3820	
944726400000.0000	182.5000	635.5000	127.8680	121.8530	347.0000	1051.6300	256.1880	102.0000	178.5750	361.8170	667.9990	217.3970	214.2480	400.0000	2676.5200	481.6000	488.0000	414.5000	-5.0000	126.0000	380.2440	1414.5000	147.1950	
933922800000.0000	170.5000	1216.0000	151.8740	137.5040	222.0000	1009.9100	343.3920	65.0000	659.7030	566.5900	529.9980	273.9740	300.6370	335.0000	2179.8600	778.5000	574.5000	415.0000	-5.0000	154.0000	322.0130	939.0000	114.5290	
943430400000.0000	177.0000	607.0000	142.9580	123.3430	325.5000	1002.8900	267.4680	83.0000	158.9540	488.3760	588.5980	216.5060	196.3600	431.0000	2806.3000	563.9000	518.0000	416.2500	-5.0000	134.0000	379.6610	1249.5000	125.0150	
932626800000.0000	160.7500	1194.0000	145.4070	139.3670	232.0000	912.8460	327.9910	76.0000	760.9350	594.6120	522.6000	280.2100	296.7750	331.0000	2209.1300	815.5000	592.0000	408.7500	-5.0000	151.5000	335.2120	1071.0000	111.5460	
929516400000.0000	173.2500	1191.0000	150.7960	150.1730	212.5000	857.0840	319.3130	63.0000	738.7550	570.2850	433.9990	238.3350	290.4730	298.5000	2439.4100	743.6000	627.0000	421.0000	-5.0000	150.5000	353.8450	1069.0000	109.2870	
921052800000.0000	167.0000	931.5000	138.6460	126.9380	208.5000	683.6020	299.3570	57.0000	630.1310	532.7180	268.9990	182.2040	318.5250	174.0000	2435.5100	805.5000	546.0000	452.7500	-5.0000	282.5000	337.5410	1061.0000	84.4210	
925110000000.0000	190.7500	1097.5000	141.0960	143.5260	213.5000	828.5830	354.2380	54.0000	653.4470	492.9950	382.5980	212.0510	364.4640	283.0000	2526.2600	710.7000	562.5000	414.7500	-5.0000	309.5000	333.4650	1047.0000	88.7040	
928220400000.0000	185.5000	1110.5000	136.8830	130.1830	218.5000	741.8420	329.9430	63.0000	676.7650	569.3620	365.9980	216.0610	317.3050	266.0000	2381.8400	750.6000	591.0000	379.0000	-5.0000	173.5000	331.5240	1086.0000	99.2050	
939970800000.0000	178.5000	547.5000	125.7130	125.9520	280.5000	820.3220	321.9160	67.0000	163.7890	538.8760	517.9980	236.1070	245.5500	406.0000	2670.6700	592.9000	555.0000	493.5000	-5.0000	140.0000	346.4700	955.5000	136.7100	
916646400000.0000	187.2500	923.5000	158.9290	102.7760	184.0000	584.8820	389.3800	63.0000	696.9530	597.3830	240.0000	158.1470	291.0830	170.5000	2697.9900	800.5000	636.5000	427.5000	-5.0000	320.0000	409.5520	987.0000	84.2040	
919756800000.0000	172.2500	856.5000	142.9580	120.4470	183.5000	646.0140	312.5890	54.0000	666.5280	582.6020	268.0000	171.9580	310.5970	184.0000	2565.2900	830.4000	581.0000	400.2500	-5.0000	315.0000	358.6980	1072.5000	88.5590	
946368000000.0000	187.0000	623.5000	172.1900	133.4040	366.0000	1123.5000	299.5740	102.0000	173.3430	375.6740	701.9970	223.6340	236.4040	433.5000	2494.0600	638.3000	500.5000	474.5000	-5.0000	123.0000	375.7790	1427.0000	139.9360	
938674800000.0000	189.7500	1109.0000	136.7850	136.0130	281.5000	869.8880	328.8580	76.0000	817.8050	559.8160	508.9990	231.9200	256.5280	396.0000	2485.2700	663.3000	566.5000	427.7500	-5.0000	154.0000	326.2840	919.5000	134.5320	
935564400000.0000	173.0000	1212.0000	152.0700	159.4890	283.5000	935.1510	364.6510	70.0000	701.2200	557.6600	512.9980	270.8550	311.4100	355.0000	2444.2900	733.6000	575.5000	412.2500	-5.0000	157.0000	310.9490	1004.0000	131.8710	
945072000000.0000	174.2500	620.5000	157.9510	119.2440	353.0000	1040.0700	279.3990	98.0000	173.0590	379.6770	699.9990	213.5660	222.5820	395.0000	2580.9000	586.4000	502.0000	414.5000	-5.0000	123.0000	371.7030	1427.0000	146.3890	
934268400000.0000	167.0000	1225.0000	151.0910	137.5040	223.0000	996.6960	326.9060	67.0000	649.4670	565.0500	527.5990	276.2020	293.7260	332.5000	2163.2700	776.0000	543.5000	423.0000	-5.0000	153.5000	308.4270	911.0000	116.3850	
931158000000.0000	172.0000	1228.0000	153.1480	149.4280	223.0000	941.3470	360.0960	66.0000	766.6220	607.8520	464.5980	231.2070	298.1980	297.0000	2405.2600	829.9000	640.5000	458.0000	-5.0000	141.0000	337.7350	1109.0000	122.0310	
922694400000.0000	170.5000	1077.0000	148.1510	138.8380	216.5000	741.4290	330.5930	52.0000	622.1690	541.9560	289.9980	186.6580	306.5320	258.0000	2766.3000	773.5000	583.5000	419.5000	-5.0000	311.5000	340.0640	1014.0000	82.2430	
937206000000.0000	194.7500	1174.0000	151.2860	147.5650	286.0000	885.1710	373.1100	85.0000	712.5930	546.2670	520.5990	269.6970	305.9220	380.0000	2375.0100	721.1000	569.0000	395.5000	-5.0000	160.0000	327.6420	923.0000	135.3380	
916992000000.0000	172.0000	864.0000	148.3470	97.3670	183.5000	577.8600	362.9160	63.0000	640.0840	587.5290	230.5980	154.1380	270.9600	163.5000	2774.1000	782.0000	612.5000	408.0000	-5.0000	308.0000	398.8770	935.0000	88.5590	
943603200000.0000	175.0000	627.0000	135.8050	122.2250	327.5000	967.3690	272.8920	83.0000	169.6460	484.9890	596.5990	231.6530	194.9370	422.5000	2847.2800	625.8000	493.0000	411.5000	-5.0000	128.7500	391.1130	1312.5000	139.5320	
929689200000.0000	171.5000	1179.0000	145.8970	157.9990	209.0000	843.8660	334.0640	67.0000	745.0090	566.8980	429.5990	242.7900	294.7420	292.5000	2457.9500	734.1000	619.0000	478.2500	-5.0000	145.0000	355.0100	1058.0000	108.8840	
921225600000.0000	164.5000	975.5000	142.6640	146.4110	213.5000	735.2330	299.3570	51.0000	642.9260	516.7060	295.9980	187.5500	316.8990	174.0000	2353.5500	754.1000	532.5000	414.0000	-5.0000	276.0000	329.3890	1084.5000	83.8410	
925282800000.0000	186.7500	1160.0000	135.9030	144.2480	218.5000	847.5840	347.7300	56.0000	652.3090	513.6260	379.9990	210.2700	365.2770	285.5000	2449.1700	723.1000	573.0000	450.0000	-5.0000	319.5000	329.5830	1077.0000	91.1000	
928393200000.0000	183.7500	1125.5000	138.5480	132.3470	218.5000	778.6040	334.9320	61.0000	686.4320	588.7610	381.0000	216.5060	317.3050	265.0000	2408.1900	792.5000	600.0000	420.0000	-5.0000	171.0000	335.7950	1080.0000	102.8350	
916819200000.0000	184.0000	914.0000	153.6370	99.1700	184.0000	583.2300	375.9310	63.0000	659.1340	596.1510	237.5990	159.4840	274.4150	170.5000	2765.3200	798.5000	630.0000	410.0000	-5.0000	320.0000	429.1570	993.0000	85.2920	
919929600000.0000	175.0000	877.0000	143.0550	123.3320	183.0000	673.2760	309.5510	55.0000	656.0070	562.2790	272.0000	171.9580	337.4290	179.0000	2559.4300	809.0000	578.0000	442.7500	-5.0000	308.0000	348.2170	1098.0000	84.2040	
946540800000.0000	188.2500	622.5000	176.6060	144.5840	366.0000	1235.0300	303.0440	102.0000	174.4800	378.7530	730.5980	222.7430	239.6560	433.5000	2505.7700	642.3000	494.2500	448.7500	-5.0000	133.0000	365.6850	1513.0000	141.5490	
923986800000.0000	169.2500	1051.0000	135.0210	126.9380	210.0000	743.9070	323.6520	54.0000	689.2770	509.6230	330.9990	188.8860	349.2190	232.5000	2665.7900	731.1000	580.0000	519.0000	-5.0000	309.5000	353.2630	1075.0000	81.3000	
935737200000.0000	177.0000	1153.0000	152.1680	159.8620	276.0000	923.1720	366.1690	75.0000	737.6170	562.2790	517.6000	261.0540	347.9990	356.5000	2448.2000	738.6000	585.0000	427.0000	-5.0000	155.5000	329.1950	995.0000	133.6450	
915523200000.0000	158.5000	916.0000	145.7990	90.1550	180.0000	583.2300	389.3800	54.0000	631.5520	591.2240	235.0000	147.4560	332.1440	177.5000	2706.7700	793.5000	607.0000	379.0000	-5.0000	273.0000	380.2440	988.5000	83.3330	
945244800000.0000	175.5000	633.0000	156.5170	119.6170	357.5000	1119.3700	285.9070	98.0000	170.0440	373.2100	705.5990	230.7620	219.5320	390.5000	2446.2400	589.9000	503.0000	439.5000	-5.0000	124.0000	348.2170	1351.0000	148.2430	
942134400000.0000	178.5000	596.0000	129.7300	109.9280	322.5000	838.4960	312.3710	73.0000	183.4090	527.4830	562.5980	213.8340	225.2230	466.5000	2783.8600	572.4000	548.5000	422.7500	-5.0000	133.5000	379.0790	1116.0000	138.3230	
934441200000.0000	172.7500	1226.0000	148.6410	139.7390	230.5000	1061.1300	328.6410	66.0000	672.2150	540.4160	605.5980	274.4190	300.4340	331.5000	2189.6200	738.6000	540.0000	414.0000	-5.0000	156.0000	301.8270	954.0000	119.2080	
931330800000.0000	171.2500	1197.0000	149.3270	150.1730	222.0000	1007.4300	362.0480	66.0000	777.9940	614.6270	485.0000	250.8090	311.0040	298.0000	2357.4500	874.4000	650.0000	432.7500	-5.0000	148.5000	337.5410	1124.0000	123.8050	
922867200000.0000	163.7500	1048.5000	142.6640	135.2320	215.0000	710.0370	332.9790	50.0000	654.5850	517.0140	299.6000	183.0940	331.7370	256.5000	2857.0400	738.6000	560.0000	408.5000	-5.0000	310.0000	350.7400	1011.0000	79.1220	
926924400000.0000	184.2500	1093.0000	140.9000	133.7900	210.0000	793.0610	351.4190	69.0000	665.9590	556.4280	361.9990	201.3600	308.1580	301.5000	2389.6500	714.7000	608.5000	441.5000	-5.0000	329.0000	330.3590	1011.0000	95.9800	
930034800000.0000	173.5000	1162.0000	149.4250	158.3710	211.5000	838.4960	329.9430	67.0000	767.1890	571.8250	416.5990	231.2070	294.7420	287.5000	2501.8600	763.6000	626.5000	394.0000	-5.0000	146.0000	346.4700	1099.0000	110.3350	
